Attributes,Adj Close,Close,High,Low,Open,Volume
2016-02-10,2789.050048828125,2789.050048828125,2827.949951171875,2734.080078125,2748.239990234375,88653800
2016-02-11,2680.35009765625,2680.35009765625,2782.02001953125,2672.72998046875,2782.02001953125,97383500
2016-02-12,2756.159912109375,2756.159912109375,2756.159912109375,2689.97998046875,2689.97998046875,89706200
2016-02-15,2833.8701171875,2833.8701171875,2855.1201171875,2786.2099609375,2786.2099609375,73719200
2016-02-16,2821.260009765625,2821.260009765625,2860.27001953125,2804.25,2844.050048828125,62985400
2016-02-17,2897.719970703125,2897.719970703125,2900.699951171875,2822.320068359375,2823.669921875,60086600
2016-02-18,2895.14990234375,2895.14990234375,2936.320068359375,2883.530029296875,2909.489990234375,66018400
2016-02-19,2871.050048828125,2871.050048828125,2903.320068359375,2844.320068359375,2895.06005859375,65647900
2016-02-22,2933.909912109375,2933.909912109375,2936.22998046875,2877.639892578125,2877.639892578125,48770200
2016-02-23,2887.3798828125,2887.3798828125,2934.52001953125,2886.340087890625,2929.139892578125,53284800
2016-02-24,2820.239990234375,2820.239990234375,2887.1298828125,2801.429931640625,2885.889892578125,57310600
2016-02-25,2877.419921875,2877.419921875,2892.820068359375,2832.56005859375,2832.56005859375,52772100
2016-02-26,2929.159912109375,2929.159912109375,2951.1298828125,2893.1201171875,2893.1201171875,59941200
2016-02-29,2945.75,2945.75,2946.739990234375,2879.60009765625,2911.239990234375,49942300
2016-03-01,2996.389892578125,2996.389892578125,2996.780029296875,2930.239990234375,2944.77001953125,56722500
2016-03-02,3022.139892578125,3022.139892578125,3030.6298828125,2994.510009765625,2999.18994140625,61070600
2016-03-03,3012.8701171875,3012.8701171875,3027.699951171875,2996.719970703125,3023.7900390625,52915400
2016-03-04,3037.35009765625,3037.35009765625,3056.219970703125,3012.02001953125,3018.179931640625,60969100
2016-03-07,3021.090087890625,3021.090087890625,3033.60009765625,2997.260009765625,3029.889892578125,48371700
2016-03-08,3002.010009765625,3002.010009765625,3026.0400390625,2968.510009765625,3014.14990234375,56161600
2016-03-09,3016.179931640625,3016.179931640625,3047.3798828125,3001.9599609375,3003.81005859375,53458400
2016-03-10,2970.780029296875,2970.780029296875,3128.7099609375,2970.780029296875,3017.800048828125,120159200
2016-03-11,3073.800048828125,3073.800048828125,3074.699951171875,2997.340087890625,2997.340087890625,83342500
2016-03-14,3091.97998046875,3091.97998046875,3116.320068359375,3079.77001953125,3082.090087890625,62997700
2016-03-15,3067.2099609375,3067.2099609375,3084.330078125,3053.489990234375,3084.330078125,56698100
2016-03-16,3062.050048828125,3062.050048828125,3087.719970703125,3045.530029296875,3069.2900390625,52434100
2016-03-17,3043.10009765625,3043.10009765625,3089.580078125,2990.3701171875,3087.31005859375,80074800
2016-03-18,3059.77001953125,3059.77001953125,3067.969970703125,3022.27001953125,3043.2900390625,91648300
2016-03-21,3048.77001953125,3048.77001953125,3088.080078125,3031.070068359375,3049.1201171875,42438400
2016-03-22,3051.22998046875,3051.22998046875,3051.22998046875,2997.110107421875,3034.35009765625,42197500
2016-03-23,3042.419921875,3042.419921875,3076.199951171875,3024.340087890625,3055.77001953125,43436000
2016-03-24,2986.72998046875,2986.72998046875,3036.02001953125,2985.06005859375,3036.02001953125,44215700
2016-03-29,3004.8701171875,3004.8701171875,3023.419921875,2983.449951171875,2993.89990234375,45531900
2016-03-30,3044.10009765625,3044.10009765625,3062.7099609375,3013.699951171875,3013.699951171875,50503900
2016-03-31,3004.929931640625,3004.929931640625,3038.72998046875,2998.699951171875,3038.72998046875,63099700
2016-04-01,2953.280029296875,2953.280029296875,2984.360107421875,2916.9599609375,2984.360107421875,64528000
2016-04-04,2962.280029296875,2962.280029296875,2993.7099609375,2930.25,2948.6201171875,44064900
2016-04-05,2890.35009765625,2890.35009765625,2951.580078125,2887.35009765625,2951.580078125,57865600
2016-04-06,2909.360107421875,2909.360107421875,2911.56005859375,2882.2099609375,2894.72998046875,57008500
2016-04-07,2871.570068359375,2871.570068359375,2924.699951171875,2860.320068359375,2910.830078125,57172100
2016-04-08,2911.97998046875,2911.97998046875,2921.25,2877.830078125,2877.830078125,65952800
2016-04-11,2924.22998046875,2924.22998046875,2946.3701171875,2883.4599609375,2910.75,58463900
2016-04-12,2942.090087890625,2942.090087890625,2944.1201171875,2899.89990234375,2927.18994140625,67627600
2016-04-13,3039.18994140625,3039.18994140625,3039.18994140625,2956.820068359375,2956.820068359375,80348600
2016-04-14,3060.860107421875,3060.860107421875,3061.989990234375,3028.909912109375,3039.35009765625,66575600
2016-04-15,3054.340087890625,3054.340087890625,3061.949951171875,3043.4599609375,3055.72998046875,55359600
2016-04-18,3064.030029296875,3064.030029296875,3071.669921875,3006.030029296875,3050.0,46588700
2016-04-19,3112.989990234375,3112.989990234375,3118.280029296875,3070.4599609375,3070.4599609375,57688900
2016-04-20,3142.52001953125,3142.52001953125,3147.18994140625,3095.6298828125,3111.06005859375,53194500
2016-04-21,3151.68994140625,3151.68994140625,3156.860107421875,3124.489990234375,3146.489990234375,62039000
2016-04-22,3141.1201171875,3141.1201171875,3153.31005859375,3127.820068359375,3151.56005859375,45832800
2016-04-25,3117.6201171875,3117.6201171875,3146.090087890625,3103.110107421875,3141.570068359375,46662300
2016-04-26,3121.2900390625,3121.2900390625,3148.43994140625,3108.8798828125,3119.93994140625,51568100
2016-04-27,3130.429931640625,3130.429931640625,3133.610107421875,3109.110107421875,3121.4599609375,49800300
2016-04-28,3125.429931640625,3125.429931640625,3126.39990234375,3067.610107421875,3117.320068359375,60157900
2016-04-29,3028.2099609375,3028.2099609375,3106.169921875,3028.2099609375,3106.169921875,66676200
2016-05-02,3032.60009765625,3032.60009765625,3045.6298828125,3019.9599609375,3037.6201171875,43277800
2016-05-03,2974.199951171875,2974.199951171875,3029.10009765625,2972.06005859375,3029.10009765625,55325700
2016-05-04,2938.75,2938.75,2982.35009765625,2934.330078125,2967.429931640625,57467200
2016-05-06,2936.840087890625,2936.840087890625,2950.199951171875,2893.6298828125,2938.6201171875,59841800
2016-05-09,2955.830078125,2955.830078125,2985.68994140625,2938.31005859375,2947.010009765625,46580500
2016-05-10,2978.969970703125,2978.969970703125,3003.39990234375,2963.989990234375,2964.320068359375,59839300
2016-05-11,2956.7099609375,2956.7099609375,2979.580078125,2940.239990234375,2975.469970703125,62188800
2016-05-12,2935.4599609375,2935.4599609375,2988.6201171875,2925.840087890625,2951.280029296875,58209400
2016-05-13,2956.6298828125,2956.6298828125,2967.8701171875,2904.090087890625,2923.639892578125,51703400
2016-05-17,2938.090087890625,2938.090087890625,2991.320068359375,2922.760009765625,2956.2900390625,65064700
2016-05-18,2956.429931640625,2956.429931640625,2957.010009765625,2916.77001953125,2931.159912109375,44710600
2016-05-19,2919.219970703125,2919.219970703125,2949.60009765625,2917.610107421875,2948.719970703125,58527200
2016-05-20,2962.159912109375,2962.159912109375,2963.110107421875,2930.429931640625,2930.429931640625,61765900
2016-05-23,2932.929931640625,2932.929931640625,2965.429931640625,2922.1201171875,2962.52001953125,50763600
2016-05-24,3010.1201171875,3010.1201171875,3017.25,2918.22998046875,2929.280029296875,58176200
2016-05-25,3061.60009765625,3061.60009765625,3069.56005859375,3018.81005859375,3018.81005859375,67982300
2016-05-26,3071.2099609375,3071.2099609375,3074.239990234375,3051.1201171875,3053.72998046875,51966600
2016-05-27,3078.47998046875,3078.47998046875,3079.85009765625,3060.31005859375,3066.449951171875,38389900
2016-05-30,3090.010009765625,3090.010009765625,3091.580078125,3072.10009765625,3077.550048828125,22278100
2016-05-31,3063.47998046875,3063.47998046875,3097.9599609375,3056.8701171875,3090.550048828125,57613200
2016-06-01,3038.77001953125,3038.77001953125,3064.06005859375,3026.949951171875,3061.43994140625,49381000
2016-06-02,3033.860107421875,3033.860107421875,3052.330078125,3023.6201171875,3034.830078125,46720000
2016-06-03,2997.550048828125,2997.550048828125,3054.419921875,2980.5400390625,3036.2900390625,49939700
2016-06-06,3001.89990234375,3001.89990234375,3012.0400390625,2991.489990234375,2991.68994140625,35968200
2016-06-07,3040.68994140625,3040.68994140625,3052.449951171875,3016.0,3016.0,44937900
2016-06-08,3019.760009765625,3019.760009765625,3038.010009765625,3008.510009765625,3038.010009765625,42352900
2016-06-09,2989.030029296875,2989.030029296875,3015.47998046875,2980.580078125,3015.47998046875,50548100
2016-06-10,2911.110107421875,2911.110107421875,2983.280029296875,2908.610107421875,2983.280029296875,66596700
2016-06-13,2853.52001953125,2853.52001953125,2904.679931640625,2853.52001953125,2904.679931640625,64040800
2016-06-14,2797.179931640625,2797.179931640625,2838.75,2795.659912109375,2838.260009765625,72698100
2016-06-15,2830.300048828125,2830.300048828125,2850.429931640625,2803.219970703125,2803.219970703125,64157200
2016-06-16,2819.300048828125,2819.300048828125,2826.969970703125,2784.89990234375,2820.10009765625,74937500
2016-06-17,2849.169921875,2849.169921875,2872.0400390625,2832.590087890625,2832.590087890625,98489900
2016-06-20,2942.8798828125,2942.8798828125,2952.85009765625,2858.93994140625,2858.93994140625,63489500
2016-06-21,2967.340087890625,2967.340087890625,2977.52001953125,2933.330078125,2941.1201171875,50961500
2016-06-22,2978.31005859375,2978.31005859375,3002.8798828125,2967.22998046875,2979.889892578125,46599900
2016-06-23,3037.860107421875,3037.860107421875,3057.7099609375,2984.070068359375,2984.699951171875,68100200
2016-06-24,2776.090087890625,2776.090087890625,3030.929931640625,2736.429931640625,3030.929931640625,235845300
2016-06-27,2697.43994140625,2697.43994140625,2793.14990234375,2678.27001953125,2768.1201171875,170782200
2016-06-28,2758.669921875,2758.669921875,2790.14990234375,2723.530029296875,2723.530029296875,119625200
2016-06-29,2832.179931640625,2832.179931640625,2836.320068359375,2760.3701171875,2760.3701171875,95032300
2016-06-30,2864.739990234375,2864.739990234375,2871.10009765625,2802.419921875,2825.56005859375,100828900
2016-07-01,2883.06005859375,2883.06005859375,2895.199951171875,2851.22998046875,2874.14990234375,73204600
2016-07-04,2862.2099609375,2862.2099609375,2892.52001953125,2859.300048828125,2884.969970703125,54781900
2016-07-05,2812.8798828125,2812.8798828125,2857.97998046875,2803.929931640625,2857.97998046875,76199600
2016-07-06,2761.3701171875,2761.3701171875,2807.64990234375,2742.659912109375,2798.2900390625,83911400
2016-07-07,2780.10009765625,2780.10009765625,2807.64990234375,2768.139892578125,2768.139892578125,60477900
2016-07-08,2838.010009765625,2838.010009765625,2851.56005859375,2768.6201171875,2774.35009765625,78877700
2016-07-11,2885.320068359375,2885.320068359375,2888.5,2843.110107421875,2853.1201171875,63361300
2016-07-12,2933.43994140625,2933.43994140625,2940.010009765625,2883.320068359375,2887.090087890625,90725300
2016-07-13,2926.139892578125,2926.139892578125,2944.8701171875,2917.919921875,2933.070068359375,68472600
2016-07-14,2963.070068359375,2963.070068359375,2977.610107421875,2936.050048828125,2936.050048828125,68336400
2016-07-15,2958.64990234375,2958.64990234375,2969.090087890625,2935.409912109375,2955.77001953125,61583900
2016-07-18,2949.169921875,2949.169921875,2982.419921875,2930.3798828125,2959.739990234375,51759400
2016-07-19,2931.10009765625,2931.10009765625,2948.5,2909.1201171875,2946.639892578125,58475200
2016-07-20,2966.949951171875,2966.949951171875,2971.4599609375,2934.840087890625,2941.5,53704000
2016-07-21,2968.489990234375,2968.489990234375,2978.409912109375,2942.68994140625,2972.14990234375,62526900
2016-07-22,2972.22998046875,2972.22998046875,2982.260009765625,2946.27001953125,2964.43994140625,46645500
2016-07-25,2973.219970703125,2973.219970703125,2998.169921875,2961.9599609375,2971.739990234375,43422900
2016-07-26,2978.89990234375,2978.89990234375,2986.889892578125,2951.110107421875,2973.800048828125,46255000
2016-07-27,2999.47998046875,2999.47998046875,3016.820068359375,2991.18994140625,2991.18994140625,55840300
2016-07-28,2966.10009765625,2966.10009765625,3007.340087890625,2966.10009765625,2998.97998046875,62468600
2016-07-29,2990.760009765625,2990.760009765625,2990.760009765625,2968.68994140625,2977.199951171875,69112500
2016-08-02,2906.97998046875,2906.97998046875,2964.64990234375,2902.669921875,2964.64990234375,79318100
2016-08-03,2911.06005859375,2911.06005859375,2920.219970703125,2892.52001953125,2912.530029296875,73353300
2016-08-04,2932.340087890625,2932.340087890625,2946.010009765625,2918.530029296875,2919.260009765625,58812500
2016-08-05,2973.7099609375,2973.7099609375,2977.580078125,2932.85009765625,2937.010009765625,55118900
2016-08-08,2982.919921875,2982.919921875,2998.8798828125,2976.449951171875,2977.75,39230500
2016-08-09,3029.179931640625,3029.179931640625,3029.840087890625,2979.89990234375,2982.340087890625,37243200
2016-08-10,3018.4599609375,3018.4599609375,3030.760009765625,3014.81005859375,3024.590087890625,40705600
2016-08-11,3049.030029296875,3049.030029296875,3049.030029296875,3015.31005859375,3022.27001953125,36204500
2016-08-12,3044.93994140625,3044.93994140625,3050.2099609375,3037.239990234375,3046.469970703125,30871200
2016-08-15,3046.64990234375,3046.64990234375,3063.39990234375,3043.719970703125,3046.139892578125,26982700
2016-08-16,3016.18994140625,3016.18994140625,3040.6201171875,3013.1298828125,3037.699951171875,40465500
2016-08-17,2980.5400390625,2980.5400390625,3026.81005859375,2979.110107421875,3022.860107421875,37656400
2016-08-18,2995.300048828125,2995.300048828125,3002.780029296875,2978.280029296875,2988.39990234375,33852100
2016-08-19,2968.199951171875,2968.199951171875,2995.3798828125,2950.47998046875,2995.340087890625,52144400
2016-08-22,2960.3701171875,2960.3701171875,2998.3798828125,2949.60009765625,2967.449951171875,38137500
2016-08-23,2993.72998046875,2993.72998046875,3002.02001953125,2969.780029296875,2969.780029296875,43835300
2016-08-24,3008.590087890625,3008.590087890625,3018.090087890625,2969.64990234375,2981.31005859375,56030100
2016-08-25,2987.68994140625,2987.68994140625,2999.580078125,2971.5400390625,2999.580078125,36956300
2016-08-26,3010.360107421875,3010.360107421875,3016.89990234375,2974.530029296875,2984.929931640625,35283400
2016-08-29,2998.5,2998.5,3008.43994140625,2974.72998046875,3004.570068359375,24363400
2016-08-30,3030.75,3030.75,3041.070068359375,3005.340087890625,3005.340087890625,38858500
2016-08-31,3023.1298828125,3023.1298828125,3049.39990234375,3022.389892578125,3027.030029296875,61976400
2016-09-01,3017.489990234375,3017.489990234375,3054.360107421875,3005.320068359375,3027.860107421875,68090900
2016-09-02,3079.739990234375,3079.739990234375,3083.090087890625,3018.39990234375,3025.830078125,53853200
2016-09-05,3077.659912109375,3077.659912109375,3094.8798828125,3076.699951171875,3084.820068359375,37701300
2016-09-06,3070.159912109375,3070.159912109375,3094.14990234375,3067.510009765625,3083.699951171875,43370700
2016-09-07,3091.659912109375,3091.659912109375,3096.110107421875,3064.760009765625,3074.1201171875,55187100
2016-09-08,3083.5400390625,3083.5400390625,3101.75,3043.1298828125,3089.679931640625,57683900
2016-09-09,3053.199951171875,3053.199951171875,3086.360107421875,3044.590087890625,3076.330078125,52258600
2016-09-12,3012.8798828125,3012.8798828125,3041.72998046875,2983.449951171875,3041.72998046875,62357300
2016-09-13,2974.800048828125,2974.800048828125,3032.2900390625,2974.800048828125,3018.389892578125,49334500
2016-09-14,2964.89990234375,2964.89990234375,2989.5400390625,2962.199951171875,2982.669921875,55561700
2016-09-15,2973.77001953125,2973.77001953125,2978.139892578125,2947.169921875,2961.31005859375,54287500
2016-09-16,2935.25,2935.25,2974.56005859375,2929.43994140625,2968.6298828125,128137400
2016-09-19,2968.31005859375,2968.31005859375,2971.780029296875,2946.860107421875,2946.860107421875,33240600
2016-09-20,2964.860107421875,2964.860107421875,2985.840087890625,2959.1298828125,2966.9599609375,31546600
2016-09-21,2982.179931640625,2982.179931640625,3009.989990234375,2980.81005859375,2986.840087890625,33806600
2016-09-22,3051.68994140625,3051.68994140625,3063.1201171875,2999.18994140625,2999.18994140625,44592800
2016-09-23,3032.31005859375,3032.31005859375,3048.889892578125,3026.719970703125,3048.889892578125,37726200
2016-09-26,2975.8798828125,2975.8798828125,3020.0,2973.199951171875,3020.0,42622400
2016-09-27,2970.840087890625,2970.840087890625,2997.02001953125,2947.1298828125,2983.389892578125,41081400
2016-09-28,2991.110107421875,2991.110107421875,3010.9599609375,2977.75,2977.75,33094200
2016-09-29,2991.580078125,2991.580078125,3032.590087890625,2983.199951171875,3000.030029296875,34395300
2016-09-30,3002.239990234375,3002.239990234375,3010.85009765625,2922.820068359375,2977.18994140625,67381500
2016-10-03,2998.5,2998.5,3008.3798828125,2990.260009765625,2999.18994140625,24659500
2016-10-04,3029.5,3029.5,3040.320068359375,2995.2900390625,2999.800048828125,38296800
2016-10-05,3026.280029296875,3026.280029296875,3031.330078125,2991.14990234375,3020.2900390625,45738100
2016-10-06,3021.580078125,3021.580078125,3043.669921875,3015.8701171875,3033.10009765625,46457500
2016-10-07,3000.570068359375,3000.570068359375,3027.06005859375,2994.780029296875,3022.0,48572000
2016-10-10,3035.760009765625,3035.760009765625,3037.219970703125,2984.60009765625,3003.260009765625,37524700
2016-10-11,3020.68994140625,3020.68994140625,3051.1201171875,3018.260009765625,3031.06005859375,38647600
2016-10-12,3008.030029296875,3008.030029296875,3028.10009765625,3005.419921875,3018.3701171875,38572000
2016-10-13,2975.0400390625,2975.0400390625,2997.1298828125,2954.449951171875,2997.1298828125,41690700
2016-10-14,3025.18994140625,3025.18994140625,3038.070068359375,2978.419921875,2978.419921875,42817800
2016-10-17,3008.719970703125,3008.719970703125,3026.4599609375,3002.64990234375,3021.18994140625,32457800
2016-10-18,3046.989990234375,3046.989990234375,3051.510009765625,3014.590087890625,3014.590087890625,41453500
2016-10-19,3055.93994140625,3055.93994140625,3062.989990234375,3037.830078125,3047.090087890625,34661800
2016-10-20,3076.6298828125,3076.6298828125,3086.4599609375,3045.909912109375,3059.840087890625,43572900
2016-10-21,3077.64990234375,3077.64990234375,3086.14990234375,3064.570068359375,3079.89990234375,35385000
2016-10-24,3093.860107421875,3093.860107421875,3109.610107421875,3085.360107421875,3085.360107421875,41553000
2016-10-25,3087.409912109375,3087.409912109375,3107.449951171875,3080.5,3096.679931640625,39003900
2016-10-26,3080.97998046875,3080.97998046875,3086.070068359375,3059.989990234375,3086.070068359375,37622100
2016-10-27,3085.169921875,3085.169921875,3096.7900390625,3062.5400390625,3078.2099609375,49836700
2016-10-28,3079.239990234375,3079.239990234375,3082.050048828125,3050.239990234375,3066.780029296875,40145900
2016-10-31,3055.25,3055.25,3074.570068359375,3050.0400390625,3074.570068359375,36940100
2016-11-01,3023.14990234375,3023.14990234375,3075.449951171875,3017.800048828125,3063.199951171875,34504800
2016-11-02,2980.169921875,2980.169921875,3005.320068359375,2980.1201171875,3005.320068359375,43558000
2016-11-03,2973.489990234375,2973.489990234375,3000.97998046875,2972.889892578125,2978.409912109375,40165100
2016-11-04,2954.530029296875,2954.530029296875,2969.18994140625,2939.6201171875,2969.18994140625,40369700
2016-11-07,3009.280029296875,3009.280029296875,3011.2900390625,2962.219970703125,2962.219970703125,39704500
2016-11-08,3023.429931640625,3023.429931640625,3026.820068359375,3002.159912109375,3007.9599609375,34014400
2016-11-09,3056.2900390625,3056.2900390625,3056.2900390625,2937.97998046875,2995.5,97678700
2016-11-10,3046.590087890625,3046.590087890625,3105.159912109375,3029.610107421875,3070.6298828125,95729400
2016-11-11,3030.02001953125,3030.02001953125,3068.030029296875,3014.77001953125,3048.610107421875,60550700
2016-11-14,3039.800048828125,3039.800048828125,3070.7900390625,3028.81005859375,3038.6201171875,58021200
2016-11-15,3049.719970703125,3049.719970703125,3053.840087890625,3029.949951171875,3038.31005859375,48172900
2016-11-16,3026.360107421875,3026.360107421875,3061.14990234375,3009.780029296875,3054.739990234375,47449800
2016-11-17,3041.7900390625,3041.7900390625,3041.7900390625,3013.449951171875,3019.389892578125,53647300
2016-11-18,3020.830078125,3020.830078125,3056.06005859375,3014.699951171875,3046.0400390625,57505000
2016-11-21,3032.969970703125,3032.969970703125,3042.27001953125,3003.820068359375,3027.070068359375,37403300
2016-11-22,3044.330078125,3044.330078125,3061.22998046875,3043.31005859375,3047.18994140625,42663700
2016-11-23,3032.139892578125,3032.139892578125,3050.429931640625,3015.47998046875,3046.06005859375,44133800
2016-11-24,3040.60009765625,3040.60009765625,3048.159912109375,3028.179931640625,3037.800048828125,25954800
2016-11-25,3048.3798828125,3048.3798828125,3048.85009765625,3030.570068359375,3044.280029296875,28009800
2016-11-28,3016.800048828125,3016.800048828125,3041.31005859375,3009.010009765625,3041.31005859375,41728200
2016-11-29,3038.419921875,3038.419921875,3038.989990234375,3004.860107421875,3013.489990234375,41532600
2016-11-30,3051.610107421875,3051.610107421875,3064.280029296875,3033.429931640625,3035.8701171875,57426800
2016-12-01,3030.97998046875,3030.97998046875,3050.64990234375,3021.219970703125,3044.570068359375,46723900
2016-12-02,3015.1298828125,3015.1298828125,3025.030029296875,2984.47998046875,3017.280029296875,45555200
2016-12-05,3052.75,3052.75,3072.590087890625,2996.300048828125,3013.889892578125,61935800
2016-12-06,3100.760009765625,3100.760009765625,3104.669921875,3047.360107421875,3054.25,66384400
2016-12-07,3142.239990234375,3142.239990234375,3142.239990234375,3109.14990234375,3109.14990234375,72856600
2016-12-08,3185.7900390625,3185.7900390625,3195.080078125,3141.419921875,3148.919921875,80474800
2016-12-09,3197.5400390625,3197.5400390625,3205.3701171875,3178.8798828125,3185.419921875,51605600
2016-12-12,3199.110107421875,3199.110107421875,3206.820068359375,3189.669921875,3196.39990234375,44771100
2016-12-13,3236.7099609375,3236.7099609375,3239.68994140625,3193.3798828125,3199.3798828125,58147000
2016-12-14,3211.7099609375,3211.7099609375,3231.260009765625,3209.5,3227.39990234375,49833700
2016-12-15,3249.739990234375,3249.739990234375,3255.070068359375,3213.389892578125,3213.389892578125,68446000
2016-12-16,3259.239990234375,3259.239990234375,3276.56005859375,3239.8701171875,3250.169921875,94607300
2016-12-19,3257.85009765625,3257.85009765625,3261.0,3249.590087890625,3259.22998046875,34102600
2016-12-20,3279.409912109375,3279.409912109375,3279.590087890625,3251.81005859375,3255.35009765625,36730500
2016-12-21,3270.75,3270.75,3277.679931640625,3262.739990234375,3273.1298828125,32616100
2016-12-22,3269.510009765625,3269.510009765625,3275.419921875,3259.27001953125,3267.72998046875,30824900
2016-12-23,3273.969970703125,3273.969970703125,3278.739990234375,3265.550048828125,3269.090087890625,25703100
2016-12-27,3278.530029296875,3278.530029296875,3281.35009765625,3270.93994140625,3275.300048828125,14926200
2016-12-28,3278.719970703125,3278.719970703125,3278.8798828125,3272.3701171875,3277.550048828125,19771400
2016-12-29,3271.760009765625,3271.760009765625,3275.18994140625,3259.6201171875,3270.360107421875,20656800
2016-12-30,3290.52001953125,3290.52001953125,3290.52001953125,3260.830078125,3271.39990234375,26130900
2017-01-03,3315.02001953125,3315.02001953125,3334.43994140625,3310.4599609375,3316.530029296875,38886800
2017-01-04,3317.52001953125,3317.52001953125,3325.5,3302.989990234375,3316.780029296875,39204000
2017-01-05,3316.469970703125,3316.469970703125,3323.159912109375,3300.77001953125,3306.31005859375,35162700
2017-01-06,3321.169921875,3321.169921875,3322.60009765625,3299.659912109375,3311.35009765625,27877300
2017-01-09,3308.969970703125,3308.969970703125,3326.31005859375,3296.530029296875,3324.449951171875,33743200
2017-01-10,3306.2099609375,3306.2099609375,3318.239990234375,3295.5,3310.6298828125,34087400
2017-01-11,3307.93994140625,3307.93994140625,3324.52001953125,3285.2099609375,3306.820068359375,40939600
2017-01-12,3286.699951171875,3286.699951171875,3305.75,3281.3701171875,3299.739990234375,40035900
2017-01-13,3324.340087890625,3324.340087890625,3326.969970703125,3296.429931640625,3296.780029296875,36227600
2017-01-16,3294.530029296875,3294.530029296875,3313.56005859375,3294.530029296875,3313.56005859375,28169600
2017-01-17,3285.0400390625,3285.0400390625,3300.5,3266.10009765625,3290.6201171875,32249800
2017-01-18,3294.0,3294.0,3300.239990234375,3274.72998046875,3291.639892578125,31982300
2017-01-19,3290.330078125,3290.330078125,3306.1201171875,3282.530029296875,3297.760009765625,40520500
2017-01-20,3299.43994140625,3299.43994140625,3312.139892578125,3278.820068359375,3290.110107421875,46170000
2017-01-23,3273.0400390625,3273.0400390625,3291.760009765625,3262.610107421875,3284.8701171875,35453500
2017-01-24,3281.530029296875,3281.530029296875,3283.3798828125,3269.030029296875,3276.6201171875,55688500
2017-01-25,3326.14990234375,3326.14990234375,3334.159912109375,3290.89990234375,3290.89990234375,70639800
2017-01-26,3319.1298828125,3319.1298828125,3342.469970703125,3310.260009765625,3332.35009765625,49706400
2017-01-27,3303.330078125,3303.330078125,3318.35009765625,3294.780029296875,3318.199951171875,36530900
2017-01-30,3262.719970703125,3262.719970703125,3296.27001953125,3253.75,3294.989990234375,38678000
2017-01-31,3230.679931640625,3230.679931640625,3282.449951171875,3230.679931640625,3263.8701171875,47246900
2017-02-01,3258.919921875,3258.919921875,3273.93994140625,3243.89990234375,3243.89990234375,46663000
2017-02-02,3253.610107421875,3253.610107421875,3265.449951171875,3242.31005859375,3258.080078125,42679600
