stop_id,stop_name,stop_lat,stop_lon,stop_comune,stop_type
B_7177,Fermata di NULVI CORSO VITTORIO EMANUELE 123,40.785772,8.742993,NULVI,Fermata Autobus
ATPSS_636,Fermata di Sp132  La Crucca 210,40.76282,8.46684,SASSARI,Fermata Autobus
ATPSS_441,Fermata di Via Camboni 17,40.748999,8.514518,SASSARI,Fermata Autobus
ASPO210,Fermata di 210 - Spiaggia Lo Squalo,40.94395,9.56623,OLBIA,Fermata Autobus
800301,Fermata di Tirialzu (Bivio),40.71606,9.482797,PADRU,Fermata Autobus
ATPSS_1108,Fermata di Via Barore Diegu 6,40.781102,8.469213,SASSARI,Fermata Autobus
B_22224,Fermata di SP 117-SP 55 BIS,40.6552201,8.2118451,ALGHERO,Fermata Autobus
ATPSS_247,Fermata di Viale Dante Fr. 34,40.718756,8.56665,SASSARI,Fermata Autobus
B_7222,Fermata di LA PEDRAIA,40.7785,8.183169,SASSARI,Fermata Autobus
ASPO253,Fermata di 253 - V.le Italia Ag. Entrate,40.93495,9.51775,OLBIA,Fermata Autobus
ATPSS_158,"Fermata di Via Coradduzza 3, Palestra Coni",40.717894,8.577998,SASSARI,Fermata Autobus
ASPO153,Fermata di 153 - Via D'Annunzio stazione FS,40.92515,9.49859,OLBIA,Fermata Autobus
ASPO767,Fermata di 767 - SS127 S. Elisabetta,40.91088,9.41029,OLBIA,Fermata Autobus
B_22042,Fermata di SASSARI VIA CILEA,40.744511,8.548896,SASSARI,Fermata Autobus
B_22333,Fermata di ALGHERO VIA LIGURIA 59,40.582954,8.317126,ALGHERO,Fermata Autobus
B_22051,Fermata di SASSARI VIA DUCA DEGLI ABRUZZI,40.718161,8.570161,SASSARI,Fermata Autobus
ATPSS_393,Fermata di Via Manzoni 13,40.737335,8.566731,SASSARI,Fermata Autobus
ATPSS_444,Fermata di Via Pasella Fr. 1,40.748183,8.517549,SASSARI,Fermata Autobus
B_7734,Fermata di ILLORAI,40.3543172,9.0010246,ILLORAI,Fermata Autobus
ATPSS_573,Fermata di Sp18 121,40.733903,8.465043,SASSARI,Fermata Autobus
B_22237,Fermata di SP 19 KALOS,40.6350693,8.3772446,OLMEDO,Fermata Autobus
B_6133,Fermata di CHIVONI,41.0730035,9.2110245,LUOGOSANTO,Fermata Autobus
B_7086,Fermata di CANT. RUDAS,40.610975,8.383001,ALGHERO,Fermata Autobus
ATPSS_467,Fermata di Ss 131 116,40.780479,8.475581,SASSARI,Fermata Autobus
ATPSS_418,Fermata di Viale Porto Torres 26,40.733202,8.547587,SASSARI,Fermata Autobus
B_22201,Fermata di BIVIO VILLAGGIO NURRA,40.819404,8.196838,SASSARI,Fermata Autobus
B_22339,Fermata di ALGHERO VIALE I MAGGIO FR.VILLA SEGNI,40.59168,8.299233,ALGHERO,Fermata Autobus
800316,Fermata di Battista,40.77895,9.464942,OLBIA,Fermata Autobus
ATPSS_73,Fermata di Via Caniga 4,40.727495,8.546537,SASSARI,Fermata Autobus
ATPSS_758,Fermata di Via Sette Fratelli 27,40.750356,8.542952,SASSARI,Fermata Autobus
B_6222,Fermata di SAN ROCCO,40.8571516,8.9876727,BORTIGIADAS,Fermata Autobus
ASPO411,Fermata di 411 - Monte Ladu I.Piumica,41.0106,9.53216,OLBIA,Fermata Autobus
ASPO2018,Fermata di 2018 - Sos Coddos dir. Olbia,40.7849,9.45028,OLBIA,Fermata Autobus
ATPSS_170,"Fermata di Via Luna E Sole, Chiesa",40.72516,8.572963,SASSARI,Fermata Autobus
7500,Fermata di OLBIA PORTO IB,40.92416,9.520199,OLBIA,Fermata Autobus
B_7733,Fermata di ALGHERO HOTEL DEI PINI,40.5856519,8.2547526,ALGHERO,Fermata Autobus
F_22576,Stazione di ISCRA,40.3228689,9.0377134,ILLORAI,Stazione Ferroviaria
7610,Fermata di AEROPORTO OLBIA,40.90409,9.516385,OLBIA,Fermata Autobus
ATPSS_136,Fermata di Viale Italia 23,40.71916,8.556433,SASSARI,Fermata Autobus
ASPO773,Fermata di 773 - V.Putzolu Littunedda,40.92594,9.40799,OLBIA,Fermata Autobus
ATPSS_346,Fermata di Sv Baddelonga Fr.190,40.80198,8.504383,SASSARI,Fermata Autobus
B_61792,Fermata di ARZACHENA VIALE COSTA SMERALDA 54,41.076532,9.392171,ARZACHENA,Fermata Autobus
ATPSS_49,Fermata di Via Pascoli 8,40.732793,8.560889,SASSARI,Fermata Autobus
8212860,Fermata di Oschiri (FS),40.713542,9.108057,OSCHIRI,Fermata Autobus
70640,Fermata di SASSARI VIA CILEA,40.74451,8.548896,SASSARI,Fermata Autobus
800267,Fermata di Baia S.Reparata (Chiesa),41.226498,9.168958,SANTA TERESA GALLURA,Fermata Autobus
ATPSS_420,Fermata di Viale Porto Torres N. 42,40.736123,8.541983,SASSARI,Fermata Autobus
L093-14284,Fermata di Via Manconi,40.89696002,9.11189545,TEMPIO PAUSANIA,Fermata Autobus
ATPSS_788,Fermata di Via Sette Fratelli 11,40.751005,8.543855,SASSARI,Fermata Autobus
ATPSS_1112,Fermata di S.V. Baddimanna Filigheddu Fr. 73/89,40.74434,8.592066,SASSARI,Fermata Autobus
ASPO651,Fermata di 651 - V.F.Noce S.Simplicio,40.92574,9.49596,OLBIA,Fermata Autobus
ASPO507,Fermata di 507 - Via Salvatore Petta civ. 51,40.93317,9.48338,OLBIA,Fermata Autobus
B_7002,Fermata di SASSARI STAZIONE FS,40.729234,8.555007,SASSARI,Fermata Autobus
202042,Fermata di V.Veneto fronte p.Garibaldi,40.586383,9.000578,OZIERI,Fermata Autobus
ATPSS_250,"Fermata di Via Carlo Felice, Vv.F.",40.718792,8.571411,SASSARI,Fermata Autobus
B_61848,Fermata di ARZACHENA SP59 PORTO CERVO BILLIONAIRE,41.10871,9.533274,ARZACHENA,Fermata Autobus
L093-14253,Fermata di Via Settembrini FR 1,40.90106227,9.10655262,TEMPIO PAUSANIA,Fermata Autobus
ATPSS_425,Fermata di Z.I. P.N. Str. 31,40.736796,8.520777,SASSARI,Fermata Autobus
ATPSS_1127,Fermata di Via Cattalochino Fr. 73,40.71515,8.56367,SASSARI,Fermata Autobus
F_22603,Stazione di SASSARI S.M.B.,40.725692,8.55094,SASSARI,Stazione Ferroviaria
ATPSS_326,Fermata di Via Piandanna Fr. 15,40.718897,8.546492,SASSARI,Fermata Autobus
ATPSS_605,Fermata di Via De Martini 214,40.789512,8.482899,SASSARI,Fermata Autobus
ASPO716,Fermata di 716 - SS127 fr. Il Botteghino,40.91491,9.42738,OLBIA,Fermata Autobus
ASPO2085,Fermata di 2085 - MATER OLBIA,40.901685,9.54796,OLBIA,Fermata Autobus
ATPSS_349,"Fermata di S.C. Platamona, S.V. Giagumona",40.791492,8.473488,SASSARI,Fermata Autobus
B_7034,Fermata di SEMESTENE,40.398298,8.72519,SEMESTENE,Fermata Autobus
B_7400,Fermata di ANELA,40.444502,9.057533,ANELA,Fermata Autobus
ATPSS_1124,Fermata di S.C. Platamona Fr.10,40.808956,8.476166,SASSARI,Fermata Autobus
8312895,Stazione di RUDALZA,40.9941333,9.5312705,GOLFO ARANCI,Stazione Ferroviaria
B_7111,Fermata di PUNTA ZAMAGLIA SS 128 BIS-KM 67.400,40.577899,8.967697,OZIERI,Fermata Autobus
ATPSS_159,Fermata di Via Garzia Fr. 5,40.717008,8.57652,SASSARI,Fermata Autobus
ATPSS_591,Fermata di Via De Martini 52,40.760526,8.514646,SASSARI,Fermata Autobus
ATPSS_533,Fermata di Ss 200  Km 2.6,40.749693,8.561648,SASSARI,Fermata Autobus
ASPO605,Fermata di 605 - Barcellona Porpora,40.9258,9.48774,OLBIA,Fermata Autobus
ASPO353,Fermata di 353 - V.le A.Moro 137,40.9345,9.49869,OLBIA,Fermata Autobus
ATPSS_2123,Fermata di Via Lussu 21,40.834497,8.412868,PORTO TORRES,Fermata Autobus
B_22065,Fermata di CAMPANEDDA VIA BOSA-VIA M. CASTEDDU,40.758349,8.350648,SASSARI,Fermata Autobus
ATPSS_287,Fermata di Sv Serra Di Lioni 70,40.748796,8.482871,SASSARI,Fermata Autobus
7029,Fermata di TORRALBA,40.51462,8.763265,TORRALBA,Fermata Autobus
ASPO157,Fermata di 157 - Mameli fr.Casermette,40.9211,9.49694,OLBIA,Fermata Autobus
B_61778,Fermata di OLBIA IPERSTANDA,40.959998,9.493577,OLBIA,Fermata Autobus
B_7244,Fermata di MACCIADOSA,40.731106,8.403824,SASSARI,Fermata Autobus
B_22033,Fermata di MARISTELLA HOTEL PORTO CONTE,40.594282,8.2192501,ALGHERO,Fermata Autobus
B_22320,Fermata di ALGHERO VIA SASSARI 3 PORTA TERRA,40.55964,8.314794,ALGHERO,Fermata Autobus
800294,Fermata di Sitagliacciu (Bivio),40.7933,9.591149,SAN TEODORO,Fermata Autobus
ATPSS_160,"Fermata di Via Coradduzza Fr. 3, Palestra Coni",40.71779,8.578132,SASSARI,Fermata Autobus
ATPSS_3005,"Fermata di Via Sennori, Consorzio Agrario",40.795331,8.584038,SORSO,Fermata Autobus
7080,Fermata di BIVIO  PLOAGHE SS 597,40.65409,8.717555,PLOAGHE,Fermata Autobus
ATPSS_121,Fermata di Via Baratz Fr. 3,40.746509,8.547947,SASSARI,Fermata Autobus
ATPSS_674,Fermata di Via Pian De Sorres Fr. 12,40.781302,8.40923,SASSARI,Fermata Autobus
ASPO715,Fermata di 715 - SS127 km 6.2 Caresi,40.91602,9.43211,OLBIA,Fermata Autobus
B_60398,Fermata di SP 14  SAN LUCA,41.0533544,9.3579849,ARZACHENA,Fermata Autobus
ATPSS_2019,"Fermata di Via Sassari 114, Ang. Via Buonarroti",40.828702,8.406558,PORTO TORRES,Fermata Autobus
B_7379,Fermata di LU BAGNU CENTRO,40.902803,8.686295,CASTELSARDO,Fermata Autobus
ATPSS_498,"Fermata di Sp60, Inc. Via Fiorita Dir.Ss",40.809665,8.50718,SORSO,Fermata Autobus
ATPSS_453,Fermata di Ss 131 Civ. 40,40.758882,8.504215,SASSARI,Fermata Autobus
ASPO894,Fermata di 894 - Aeroporto,40.904122,9.516428,OLBIA,Fermata Autobus
B_7610,Fermata di AEROPORTO OLBIA,40.904092,9.516385,OLBIA,Fermata Autobus
ATPSS_194,"Fermata di Via Solari, P.I.M.E.",40.741728,8.553268,SASSARI,Fermata Autobus
ASPO515,Fermata di 515 - Via Veronese Lamberti,40.941,9.49098,OLBIA,Fermata Autobus
ASPO654,Fermata di 654 - V.Leoncavallo 1a,40.92527,9.48989,OLBIA,Fermata Autobus
800448,Fermata di La Marmorata (Villaggio),41.247555,9.232817,SANTA TERESA GALLURA,Fermata Autobus
B_22289,Fermata di ALGHERO VIA GARIBALDI 83 CHIESA S.GIOVANNI,40.566956,8.318917,ALGHERO,Fermata Autobus
B_7805,Fermata di AREA COINCIDENZA A,40.4785189,9.1348964,BULTEI,Fermata Autobus
ATPSS_43,Fermata di Via Prati 50,40.737842,8.572202,SASSARI,Fermata Autobus
L093-14574,Fermata di Via Togliatti FR Lidl,40.89324769,9.10779334,TEMPIO PAUSANIA,Fermata Autobus
ATPSS_2030,"Fermata di Sp25, Incr. Sp56",40.810219,8.454424,PORTO TORRES,Fermata Autobus
ASPO2019,Fermata di 2019 -  Via Olivà Dir. Mamusi,40.80204,9.44822,OLBIA,Fermata Autobus
ATPSS_36,Fermata di Via Baldedda Fr. 17,40.741777,8.564832,SASSARI,Fermata Autobus
ASPO614,Fermata di 614 - Corso Vittorio Veneto A.Adige,40.9224,9.4883,OLBIA,Fermata Autobus
800295,Fermata di Graniatolgiu (Bivio),40.791256,9.570792,PADRU,Fermata Autobus
ATPSS_513,Fermata di Sp60 78,40.760365,8.532479,SASSARI,Fermata Autobus
ASPO255,Fermata di 255 - Cala Saccaia,40.93286,9.53982,OLBIA,Fermata Autobus
B_7714,Fermata di CAMPU D`ULIMU,40.8157803,8.9427054,PERFUGAS,Fermata Autobus
B_7279,Fermata di SP 57 SAN GIOVANNI PEDRAIA,40.7839,8.197823,SASSARI,Fermata Autobus
B_22158,Fermata di SILIGO STRADA SILIGO-BANARI,40.576406,8.722029,SILIGO,Fermata Autobus
ATPSS_692,Fermata di Via B. Buddi 54,40.757771,8.536825,SASSARI,Fermata Autobus
ATPSS_469,Fermata di Ss 131 180,40.782432,8.473055,SASSARI,Fermata Autobus
ATPSS_23,Fermata di Via Deledda 97,40.734064,8.565924,SASSARI,Fermata Autobus
L093-14727,Fermata di Via Kolbe FR 18,40.90832777,9.09691165,TEMPIO PAUSANIA,Fermata Autobus
B_22182,Fermata di OSSI VIA EUROPA 84,40.6728,8.589028,OSSI,Fermata Autobus
B_7166,Fermata di LU BAGNU VIA SARDEGNA-PRESSI BORE,40.899682,8.681497,CASTELSARDO,Fermata Autobus
7528,Fermata di NUCHIS,40.91746,9.151876,TEMPIO PAUSANIA,Fermata Autobus
202013,Fermata di Loc. Tramentu,40.584767,9.017205,OZIERI,Fermata Autobus
B_61951,Fermata di TEMPIO PAUSANIA VIA DON STURZO-EDICOLA,40.898432,9.108262,TEMPIO PAUSANIA,Fermata Autobus
B_1741,Fermata di CHEREMULE SP 30- USCITA,40.507124,8.726844,CHEREMULE,Fermata Autobus
ATPSS_368,"Fermata di Sv Mandra Di L'Ainu, 83",40.696292,8.499004,SASSARI,Fermata Autobus
61965,Fermata di TELTI VIA MANZONI 196,40.87156,9.357752,TELTI,Fermata Autobus
ATPSS_2115,Fermata di Via Pertini 28/A,40.832869,8.413266,PORTO TORRES,Fermata Autobus
ASPO416,Fermata di 416 - P.Rotondo P.zza Krizia,41.02588,9.54669,OLBIA,Fermata Autobus
B_22124,Fermata di OZIERI SALIGHES,40.5808483,9.0116032,OZIERI,Fermata Autobus
B_61894,Fermata di SS 125 LU NURACHEDDU DIREZ. SUD,40.793039,9.655949,SAN TEODORO,Fermata Autobus
ATPSS_416,Fermata di Viale Porto Torres 12,40.731913,8.550687,SASSARI,Fermata Autobus
B_22336,Fermata di ALGHERO VIALE EUROPA 94,40.578083,8.315214,ALGHERO,Fermata Autobus
B_7167,Fermata di SORSO FRONTE BIBLIOTECA,40.799936,8.581121,SORSO,Fermata Autobus
ATPSS_451,Fermata di Ss 131 Civ. 12,40.756569,8.507383,SASSARI,Fermata Autobus
ATPSS_3047,"Fermata di Viale Marina, Madonnina",40.813591,8.563096,SORSO,Fermata Autobus
ASPO634,Fermata di 634 - S.Lucia V.San Vittore,40.93033,9.45987,OLBIA,Fermata Autobus
B_22075,Fermata di BONO CONSORZIO AGRARIO,40.4124039,9.0316227,BONO,Fermata Autobus
800336,Fermata di Austinacciu,40.936089,9.360695,TELTI,Fermata Autobus
B_22054,Fermata di ALGHERO VIA GARIBALDI 111,40.569114,8.319332,ALGHERO,Fermata Autobus
ASPO465,Fermata di 465 - P.Rotondo Farmacia,41.02436,9.54441,OLBIA,Fermata Autobus
7146,Fermata di PATTADA,40.58079,9.109745,PATTADA,Fermata Autobus
ASPO352,Fermata di 352 - V.le A.Moro 87,40.93226,9.49931,OLBIA,Fermata Autobus
B_7376,Fermata di SASSARI CENTRO ECOLOGICO,40.715069,8.594416,SASSARI,Fermata Autobus
B_7766,Fermata di SAN MARCO Z.I. CIV. 25,40.6609709,8.3231309,ALGHERO,Fermata Autobus
B_61914,Fermata di BUDONI SS125 FR HOTEL MARINA SEADA,40.670036,9.747985,BUDONI,Fermata Autobus
7551,Fermata di BAJA SARDINIA,41.13707,9.478304,ARZACHENA,Fermata Autobus
ASPO257,Fermata di 257 - SP82 Pozzo Sacro,40.93493,9.54381,OLBIA,Fermata Autobus
B_7617,Fermata di SASSARI VIA GRAMSCI,40.719641,8.578001,SASSARI,Fermata Autobus
ASPO366,Fermata di 366 - V.le Basa fr.Eurospin,40.96024,9.4889,OLBIA,Fermata Autobus
ATPSS_500,Fermata di Sp60 Fr. 178,40.804501,8.507197,SASSARI,Fermata Autobus
ASPO565,Fermata di 565 - Veronese fr.Lamberti,40.9408,9.49104,OLBIA,Fermata Autobus
ATPSS_557,Fermata di Sp18 118,40.735831,8.477142,SASSARI,Fermata Autobus
ITISN,Porto di Asinara,41.0609574,8.2940375,PORTO TORRES,Traghetto
ASPO615,Fermata di 615 - Corso Vittorio Veneto Campania,40.92297,9.49211,OLBIA,Fermata Autobus
ASPO209,Fermata di 209 - Spiaggia Pittulongu,40.94219,9.56513,OLBIA,Fermata Autobus
212031,Fermata di Agrustos centro,40.729255,9.6983417,BUDONI,Fermata Autobus
B_1743,Fermata di CHEREMULE VIA BRANCALEONE CUGUSI,40.503019,8.727543,CHEREMULE,Fermata Autobus
ATPSS_185,Fermata di Via Forlanini 1,40.716077,8.575827,SASSARI,Fermata Autobus
ATPSS_304,Fermata di S.V. Caniga S. Giorgio Fr Civico 37,40.709072,8.504673,SASSARI,Fermata Autobus
B_22204,Fermata di ERULA VIA NAZIONALE 7,40.795072,8.9474291,ERULA,Fermata Autobus
B_7277,Fermata di FORESTA BURGOS,40.422599,8.93908,BURGOS,Fermata Autobus
800058,Fermata di Portobello,41.12564,9.020109,AGLIENTU,Fermata Autobus
B_61920,Fermata di BUDONI VIA NAZIONALE FR 221,40.703384,9.706626,BUDONI,Fermata Autobus
B_22133,Fermata di BONO FR.CIMITERO,40.410495,9.02847,BONO,Fermata Autobus
ATPSS_696,"Fermata di Sp81, Discesa Mare 4",40.821079,8.518905,SORSO,Fermata Autobus
B_6167,Fermata di SS 133 PALAZZEDDU KM 20.100,41.0386789,9.1815286,LUOGOSANTO,Fermata Autobus
ATPSS_283,Fermata di Sv Lu Saltu Di Lu Marchesi 1,40.752946,8.492647,SASSARI,Fermata Autobus
L093-14376,Fermata di ZIR La Quercia FR,40.89566587,9.1448599,TEMPIO PAUSANIA,Fermata Autobus
800284,Fermata di Li Paulis,40.892399,8.972851,BORTIGIADAS,Fermata Autobus
ATPSS_579,Fermata di Sp18 73,40.736006,8.489905,SASSARI,Fermata Autobus
ATPSS_2097,Fermata di Piazzale Lazio,40.825574,8.416698,PORTO TORRES,Fermata Autobus
800065,Fermata di Monti (Scuole Medie),40.8081131193,9.32941270438,MONTI,Fermata Autobus
B_7743,Fermata di SS 291 KM 4.400 MONTE ORO,40.72945,8.500822,SASSARI,Fermata Autobus
ATPSS_630,Fermata di Via Baldinca 50,40.758634,8.494256,SASSARI,Fermata Autobus
B_22229,Fermata di SORSO VIA MARINA CIMITERO,40.7999783,8.5754301,SORSO,Fermata Autobus
L093-14765,Fermata di Pischinaccia,40.89559239,9.09696385,TEMPIO PAUSANIA,Fermata Autobus
ATPSS_515,Fermata di Via B. Buddi 46,40.755303,8.540345,SASSARI,Fermata Autobus
212003,Fermata di Tamarispa  Res. Corte dei Venti,40.68071667,9.66648967,BUDONI,Fermata Autobus
ASPO676,Fermata di 676 - Via Bazzoni,40.91487,9.47784,OLBIA,Fermata Autobus
B_22087,Fermata di BURGOS LOC. RAIGARZU,40.3867682,8.9989044,BURGOS,Fermata Autobus
L093-14673,Fermata di Via Torino FR 22,40.90623804,9.1072088,TEMPIO PAUSANIA,Fermata Autobus
ATPSS_87,"Fermata di Sv Cabu D'Ispiga, S.Francesco",40.747477,8.585072,SASSARI,Fermata Autobus
ASPO363,Fermata di 363 - A.Moro fr. V.Cairo,40.95442,9.49654,OLBIA,Fermata Autobus
B_7148,Fermata di SS 128 STAZIONE VIGNE,40.583322,9.031632,OZIERI,Fermata Autobus
B_7028,Fermata di CANT. CABU ABBAS,40.494109,8.757428,TORRALBA,Fermata Autobus
M_9506,Metro di PIAZZA MARCONI-A,40.72056,8.557996,SASSARI,Fermata Metropolitana
ASPO2088,Fermata di 2088 - Via Nicosia,40.9553,9.49488,OLBIA,Fermata Autobus
ATPSS_569,"Fermata di Sp18 195, Sv Lu Gardu",40.735608,8.453743,SASSARI,Fermata Autobus
ATPSS_279,Fermata di Sp132  La Crucca 10,40.753502,8.502427,SASSARI,Fermata Autobus
B_61807,Fermata di SS 133 BIS PONTE NUOVO,41.181953,9.271715,SANTA TERESA GALLURA,Fermata Autobus
ASPO626,Fermata di 626 - Via Bazzoni,40.91488,9.47772,OLBIA,Fermata Autobus
7074,Fermata di LAERRU,40.817826,8.8331501,LAERRU,Fermata Autobus
L093-14734,Fermata di Via Palau FR 52,40.90582937,9.09749277,TEMPIO PAUSANIA,Fermata Autobus
B_7740,Fermata di MARISTELLA VIA DEI PLATANI,40.592162,8.220989,ALGHERO,Fermata Autobus
B_22129,Fermata di PUNTA ZAMAGLIA SS 128 BIS-KM 65,40.577632,8.991848,OZIERI,Fermata Autobus
F_22595,Stazione di OLMEDO,40.649896,8.3769649,OLMEDO,Stazione Ferroviaria
ATPSS_571,Fermata di Sp18 167,40.733902,8.459994,SASSARI,Fermata Autobus
800288,Fermata di Montelittu (Bivio),40.837812,9.511541,LOIRI PORTO SAN PAOLO,Fermata Autobus
ATPSS_408,Fermata di Sv Baddelonga 190,40.801984,8.504477,SASSARI,Fermata Autobus
202043,Fermata di V.Veneto n. 7,40.586284,9.000012,OZIERI,Fermata Autobus
B_22256,Fermata di ALGHERO OSPEDALE MARINO,40.580283,8.312036,ALGHERO,Fermata Autobus
L093-14604,Fermata di Via Limbara - Seminario FR 28,40.89599147,9.10641904,TEMPIO PAUSANIA,Fermata Autobus
B_61957,Fermata di CALANGIANUS VIA OLBIA-VIA DELEDDA,40.913842,9.198536,CALANGIANUS,Fermata Autobus
B_61089,Fermata di TISIENNARI BIVIO SCUPAGGIU,40.8693541,8.9278256,BORTIGIADAS,Fermata Autobus
202018,Fermata di Giardini su Cantaru,40.585004,8.998817,OZIERI,Fermata Autobus
ASPO316,Fermata di 316 - V.le Basa Eurospin,40.96031,9.48886,OLBIA,Fermata Autobus
B_22319,Fermata di ALGHERO VIA SASSARI 23 MERCATO CIVICO,40.558067,8.315889,ALGHERO,Fermata Autobus
ATPSS_618,Fermata di Via De Martini 203,40.780397,8.500685,SASSARI,Fermata Autobus
7557,Fermata di BULTEI,40.4574,9.061766,BULTEI,Fermata Autobus
B_7102,Fermata di PORTO TORRES Z.I. ROSARIO,40.813459,8.359549,PORTO TORRES,Fermata Autobus
ATPSS_704,Fermata di Via Lorenzo Auzzas Fr. 18,40.756855,8.497644,SASSARI,Fermata Autobus
ATPSS_2009,"Fermata di Via Mare 10, Medicasa",40.838105,8.405434,PORTO TORRES,Fermata Autobus
7825,Fermata di SA CONTRA,40.854584,8.9531718,PERFUGAS,Fermata Autobus
ATPSS_468,Fermata di Ss 131 Fr. 116,40.780389,8.475462,SASSARI,Fermata Autobus
ATPSS_785,"Fermata di Viale G. Paolo Ii, Tribunale",40.721535,8.54514,SASSARI,Fermata Autobus
ATPSS_101,Fermata di Piazza Vienna,40.710592,8.552827,SASSARI,Fermata Autobus
ATPSS_643,Fermata di Sp132  La Crucca Fr. 260,40.76226,8.455576,SASSARI,Fermata Autobus
B_7432,Fermata di MORES,40.549297,8.833358,MORES,Fermata Autobus
ATPSS_302,Fermata di Via Dalmazia 15,40.727823,8.571768,SASSARI,Fermata Autobus
ASPO691,Fermata di 691 - Osp.le Giov. Paolo II,40.91194,9.47226,OLBIA,Fermata Autobus
B_22321,Fermata di ALGHERO VIALE A. SIMON MOSSA PODERE,40.570278,8.326139,ALGHERO,Fermata Autobus
ASPO705,Fermata di 705 - Marco Polo civico 39,40.92312,9.47044,OLBIA,Fermata Autobus
B_7512,Fermata di MOLINO FICACCIA,41.066702,9.429745,ARZACHENA,Fermata Autobus
B_7240,Fermata di LA CORTE,40.734942,8.281607,SASSARI,Fermata Autobus
B_7552,Fermata di GOLFO ARANCI SCALO FS-PORTO,40.996002,9.624318,GOLFO ARANCI,Fermata Autobus
ASPO105,"Fermata di 105 - Via San Simplicio,11",40.9244,9.49636,OLBIA,Fermata Autobus
B_6148,Fermata di SP 14 LU VIGNALI,41.0520278,9.3022278,ARZACHENA,Fermata Autobus
ATPSS_2077,"Fermata di Sc Ponti Pizzinnu, Fr. Cimitero",40.817137,8.402048,PORTO TORRES,Fermata Autobus
ASPO2093,"Fermata di 2093 - Olbia, fronte Via Picciaredda",40.98451,9.49996,OLBIA,Fermata Autobus
B_7502,Fermata di MURTA MARIA VIALE M MARIA 85,40.889192,9.588286,OLBIA,Fermata Autobus
B_60032,Fermata di SP 74 SAN FILIPPO,40.9531499,9.0307029,AGGIUS,Fermata Autobus
ATPSS_646,Fermata di Sp132  La Crucca 273,40.762788,8.466658,SASSARI,Fermata Autobus
B_22298,Fermata di ALGHERO VIA DEGLI AGRICOLTORI EUROSPIN,40.571371,8.342666,ALGHERO,Fermata Autobus
B_22078,Fermata di PATTADA INGRESSO SS128 BIS-DISTRIBUTORE,40.5764341,9.1024716,PATTADA,Fermata Autobus
ATPSS_642,"Fermata di Sp132 La Crucca, Incr. Sp56",40.763777,8.450419,SASSARI,Fermata Autobus
ATPSS_312,Fermata di Viale Mameli Fr. 1,40.730323,8.564482,SASSARI,Fermata Autobus
800271,Fermata di Stazzareddu,41.137074,9.127837,AGLIENTU,Fermata Autobus
ATPSS_1002,Fermata di Piazza D'Italia,40.724703,8.563734,SASSARI,Fermata Autobus
ASPO154,Fermata di 154 - Necropoli S.Simplicio,40.92468,9.49714,OLBIA,Fermata Autobus
ASPO287,Fermata di 287 - Via Corea 2a fermata,40.94086,9.52147,OLBIA,Fermata Autobus
B_7651,Fermata di CODRONGIANOS VIA XXIV MAGGIO 31,40.657698,8.679024,CODRONGIANOS,Fermata Autobus
6199,Fermata di CALANGIANUS P.ZZA SANTA LUCIA,40.92111,9.193432,CALANGIANUS,Fermata Autobus
ASPO912,Fermata di 912 - P.Istana fr.Ceraso,40.89094,9.59413,OLBIA,Fermata Autobus
B_7049,Fermata di VILLANOVA MONTELEONE SP12,40.497918,8.474161,VILLANOVA MONTELEONE,Fermata Autobus
B_61027,Fermata di SS 427 KM 13.900 TELEFERICA,40.9776705,9.2750846,SANT'ANTONIO DI GALLURA,Fermata Autobus
B_22236,Fermata di OLMEDO MINIERE,40.6604038,8.3793159,OLMEDO,Fermata Autobus
ASPO772,Fermata di 772 - V.Putzolu Spiegana,40.92467,9.40835,OLBIA,Fermata Autobus
ATPSS_475,Fermata di S.C. Platamona Monte Rasu,40.793727,8.473001,SASSARI,Fermata Autobus
ATPSS_60,Fermata di Via Monte Grappa Fr. 5,40.71654,8.559638,SASSARI,Fermata Autobus
7156,Fermata di BULZI,40.84549,8.831693,BULZI,Fermata Autobus
ATPSS_1102,Fermata di Via Piredda,40.74327,8.567302,SASSARI,Fermata Autobus
ATPSS_14,"Fermata di Via Caniga 5, Atp Deposito",40.725876,8.544461,SASSARI,Fermata Autobus
B_7241,Fermata di CANT. GENNE ABBAS,40.730215,8.327001,SASSARI,Fermata Autobus
212002,"Fermata di S.Lorenzo V. Mereu,1",40.6828664777778,9.68509536666667,BUDONI,Fermata Autobus
800064,Fermata di Loiri (V. Vicentelli),40.845165,9.49421,LOIRI PORTO SAN PAOLO,Fermata Autobus
ATPSS_2014,Fermata di Via Balai 71E,40.837237,8.413021,PORTO TORRES,Fermata Autobus
B_60414,Fermata di CANNIGIONE VIA MOLO VECCHIO,41.111756,9.44005,ARZACHENA,Fermata Autobus
B_22059,Fermata di SP 18 LA LACUNA,40.74819,8.179797,SASSARI,Fermata Autobus
ASPO814,Fermata di 814 - Via Vicenza V.Asti,40.90934,9.50034,OLBIA,Fermata Autobus
ATPSS_449,Fermata di Ss 131 Civ. 8,40.754913,8.509653,SASSARI,Fermata Autobus
ATPSS_481,"Fermata di Sp81,Fr.Discesamare1",40.816298,8.478216,SORSO,Fermata Autobus
B_22330,Fermata di ALGHERO VIA XX SETTEMBRE 196,40.560939,8.324889,ALGHERO,Fermata Autobus
B_22088,Fermata di SASSARI POSTE SARDE,40.732802,8.560936,SASSARI,Fermata Autobus
