stop_id,stop_name,stop_lat,stop_lon,stop_comune,stop_type
B_22263,Fermata di ALGHERO VIA ASFODELO 22,40.562981,8.318419,ALGHERO,Fermata Autobus
7043,Fermata di SILIGO,40.57589,8.727041,SILIGO,Fermata Autobus
ATPSS_52,"Fermata di Corso Vico, Fr. P.Za S. Antonio",40.730192,8.555731,SASSARI,Fermata Autobus
ASPO224,Fermata di 224 - Molo Brin,40.92301,9.50513,OLBIA,Fermata Autobus
ATPSS_615,Fermata di Via De Martini 233,40.785204,8.493748,SASSARI,Fermata Autobus
B_7268,Fermata di SANTA MARIA LA PALMA,40.663406,8.271822,ALGHERO,Fermata Autobus
ATPSS_3013,"Fermata di Via Marina 43, Fronte Giardini",40.804277,8.571579,SORSO,Fermata Autobus
B_61831,Fermata di SP 59 HOTEL DELEDDA,41.087383,9.453715,ARZACHENA,Fermata Autobus
B_61924,Fermata di BUDONI SS125 BV SANT'ANNA,40.678063,9.74018,BUDONI,Fermata Autobus
B_22068,Fermata di CAMPANEDDA VIA BOSA SNC,40.745073,8.357576,SASSARI,Fermata Autobus
B_7088,Fermata di ALGHERO LA PIETRAIA,40.575771,8.320741,ALGHERO,Fermata Autobus
7301,Fermata di BENETUTTI,40.455,9.167968,BENETUTTI,Fermata Autobus
ATPSS_353,Fermata di Viale Trento Fr. 4,40.725804,8.566951,SASSARI,Fermata Autobus
ASPO609,Fermata di 609 - Via Correggio V.Corelli,40.92616,9.48014,OLBIA,Fermata Autobus
B_22335,Fermata di ALGHERO VIALE EUROPA 110,40.580109,8.313841,ALGHERO,Fermata Autobus
L093-14215,Fermata di Largo De Gasperi 5,40.90110744,9.1013931,TEMPIO PAUSANIA,Fermata Autobus
B_7190,Fermata di NULVI CORSO VITTORIO EMANUELE 58,40.780591,8.744537,NULVI,Fermata Autobus
ATPSS_882,"Fermata di Via Padre Zirano, Biglietteria",40.725706,8.552401,SASSARI,Fermata Autobus
800305,Fermata di Sas Enas,40.679546,9.520636,PADRU,Fermata Autobus
ASPO283,Fermata di 283 - V. Indonesia Fronte Trony,40.93364,9.52056,OLBIA,Fermata Autobus
ATPSS_150,Fermata di Sv Caniga S.Giorgio Fr. 139,40.700575,8.483649,SASSARI,Fermata Autobus
ATPSS_264,Fermata di Via M. Furru Fr. 22,40.745892,8.567865,SASSARI,Fermata Autobus
ATPSS_783,Fermata di Via Pigliaru 7/B,40.734183,8.572775,SASSARI,Fermata Autobus
ASPO915,Fermata di 915 - V.le Porto Istana,40.89455,9.61125,OLBIA,Fermata Autobus
B_61971,Fermata di OLBIA MALTANA,40.919272,9.469748,OLBIA,Fermata Autobus
B_6100,Fermata di AGGIUS VIA ROMA 193,40.9323167,9.0664466,AGGIUS,Fermata Autobus
800009,Fermata di Azzagulta (SP 74),40.9444,8.890808,BADESI,Fermata Autobus
ATPSS_308,"Fermata di Via Poligono, Lato Stadio Dei Pini",40.737387,8.561405,SASSARI,Fermata Autobus
ATPSS_7,"Fermata di Via Rockefeller, Via Madrid",40.714107,8.554029,SASSARI,Fermata Autobus
B_22343,Fermata di ALGHERO VIA CASTELSARDO FR.37,40.572183,8.31988,ALGHERO,Fermata Autobus
ASPO712,Fermata di 712 - SS127 V. Del Nuraghe,40.92002,9.44297,OLBIA,Fermata Autobus
800283,Fermata di Giuanni Moro,40.892773,8.959377,BORTIGIADAS,Fermata Autobus
ASPO827,Fermata di 827 - Via Modena fr. Jesolo,40.91017,9.51638,OLBIA,Fermata Autobus
B_22186,Fermata di CARGEGHE COMUNE,40.667641,8.61607,CARGEGHE,Fermata Autobus
ATPSS_624,Fermata di Via De Martini Fr. 64,40.766205,8.512257,SASSARI,Fermata Autobus
ASPO524,Fermata di 524 - V.S.Vittore 4a fermata,40.95826,9.45075,OLBIA,Fermata Autobus
B_7031,Fermata di POZZOMAGGIORE SCUOLE MEDIE,40.394589,8.659133,POZZOMAGGIORE,Fermata Autobus
B_6169,Fermata di SS 133 KM 31.000 POLLERIA,41.1036974,9.2579965,LUOGOSANTO,Fermata Autobus
B_5222,Fermata di ISCRA SCALO ARST,40.3233463,9.0380785,ILLORAI,Fermata Autobus
202036,Fermata di V.D.Minzoni,40.586771,8.997181,OZIERI,Fermata Autobus
B_61966,Fermata di SS 127 FERMATA RUIU,40.887462,9.376829,TELTI,Fermata Autobus
7749,Fermata di CHILIVANI FS,40.609297,8.9340047,OZIERI,Fermata Autobus
B_22196,Fermata di NULE VIA ROMA-RIFORNITORE,40.4605988,9.1874648,NULE,Fermata Autobus
ASPO809,Fermata di 809 - Via Belluno 55/57,40.91215,9.49191,OLBIA,Fermata Autobus
7203,Fermata di LA CIACCIA,40.91629,8.779559,VALLEDORIA,Fermata Autobus
B_61889,Fermata di SS 125 KM 300.400 FR. CAMPING TAVOLARA,40.859184,9.642327,LOIRI PORTO SAN PAOLO,Fermata Autobus
ATPSS_1133,Fermata di Via Vardabasso,40.712866,8.583753,SASSARI,Fermata Autobus
B_7142,Fermata di OTTAVA,40.780578,8.475495,SASSARI,Fermata Autobus
B_7607,Fermata di SORSO VIA DESSI' 1,40.803809,8.572433,SORSO,Fermata Autobus
ATPSS_75,Fermata di Via Caniga 58,40.725262,8.538907,SASSARI,Fermata Autobus
ATPSS_100,Fermata di Via Ugo La Malfa Fr. 58,40.713115,8.577114,SASSARI,Fermata Autobus
ASPO895,Fermata di 895 - Via G. Vico (ex tribunale),40.91062,9.50101,OLBIA,Fermata Autobus
6001,Fermata di OLBIA VIA IMPERIA-IST. TECNICO,40.90911,9.497948,OLBIA,Fermata Autobus
ATPSS_3008,"Fermata di Via Borio 6, Chiesa Cappuccini",40.801328,8.57876,SORSO,Fermata Autobus
B_22214,Fermata di LAERRU VIA ROMA 79,40.8158792,8.8381944,LAERRU,Fermata Autobus
ATPSS_480,Fermata di Piazzetta Abbacurrente,40.819004,8.460329,SASSARI,Fermata Autobus
ATPSS_147,Fermata di Sv Caniga S.Giorgio 58,40.70517,8.494996,SASSARI,Fermata Autobus
ASPO623,Fermata di 623 - Via Tre Venezie LD,40.92093,9.48175,OLBIA,Fermata Autobus
B_7359,Fermata di SERRA LI POZZI,40.821012,8.418293,PORTO TORRES,Fermata Autobus
B_22296,Fermata di ALGHERO VIA IL CARMINE-VIA SARI,40.568396,8.330334,ALGHERO,Fermata Autobus
ATPSS_354,Fermata di Viale Trento 13,40.726944,8.568857,SASSARI,Fermata Autobus
ATPSS_724,Fermata di Via Piandanna 15,40.718846,8.546567,SASSARI,Fermata Autobus
ATPSS_501,Fermata di Sp60 Inc. Sp25 Dir.Ss,40.801548,8.508202,SASSARI,Fermata Autobus
B_22288,Fermata di ALGHERO VIA GARIBALDI FR.MATERNA MAGNANELLI,40.56162,8.315676,ALGHERO,Fermata Autobus
B_7173,Fermata di SS 200 KM 6.000,40.773571,8.582404,SENNORI,Fermata Autobus
ASPO731,Fermata di 731 - SS127 fr. V.Scalpitta,40.91635,9.43354,OLBIA,Fermata Autobus
ASPO730,Fermata di 730 - V.Putzolu SS127,40.90989,9.40474,OLBIA,Fermata Autobus
7157,Fermata di SEDINI,40.8495,8.817387,SEDINI,Fermata Autobus
B_22266,Fermata di ALGHERO VIA GARIBALDI MATERNA MAGNANELLI,40.561531,8.315883,ALGHERO,Fermata Autobus
ATPSS_2021,Fermata di Via Fattori 22,40.826854,8.407893,PORTO TORRES,Fermata Autobus
B_7203,Fermata di LA CIACCIA,40.916298,8.779559,VALLEDORIA,Fermata Autobus
B_61526,Fermata di BADESI VIA NAZIONALE-BAR SOLE,40.967099,8.880051,BADESI,Fermata Autobus
B_7521,Fermata di TELTI,40.875903,9.351651,TELTI,Fermata Autobus
ATPSS_538,Fermata di Viale Umberto 110,40.721437,8.569027,SASSARI,Fermata Autobus
B_7525,Fermata di CALANGIANUS MUNICIPIO,40.922503,9.191752,CALANGIANUS,Fermata Autobus
B_7004,Fermata di SASSARI VIA PASCOLI 53,40.734901,8.560898,SASSARI,Fermata Autobus
B_7094,Fermata di AEROPORTO FERTILIA,40.629394,8.295217,ALGHERO,Fermata Autobus
ASPO663,Fermata di 663 - Corso Vittorio Veneto fr.VEmilia,40.92193,9.48504,OLBIA,Fermata Autobus
800266,Fermata di Baia S.Reparata (Spiaggia),41.23068,9.167428,SANTA TERESA GALLURA,Fermata Autobus
ATPSS_401,Fermata di Via Degli Astronauti 1,40.728157,8.575545,SASSARI,Fermata Autobus
ASPO866,Fermata di 866 - Lituania fr. pescheria,40.91517,9.49658,OLBIA,Fermata Autobus
ATPSS_127,"Fermata di Via Cilea Fr. 8, Chiesa S.Maria",40.74109,8.54996,SASSARI,Fermata Autobus
B_61815,Fermata di SP 73 AGLIENTINA,41.03806,9.488615,OLBIA,Fermata Autobus
ATPSS_632,Fermata di Sp132  La Crucca 120,40.75903,8.485447,SASSARI,Fermata Autobus
7187,Fermata di NULVI CORSO V. EMANUELE 25,40.78122,8.744511,NULVI,Fermata Autobus
ASPO580,Fermata di 580 - Via Plebi V.Culatolzu,40.96986,9.47779,OLBIA,Fermata Autobus
B_6001,Fermata di OLBIA VIA IMPERIA-IST. TECNICO,40.909119,9.497948,OLBIA,Fermata Autobus
ASPO304,Fermata di 304 - V.le A.Moro fr.bartolo,40.9366,9.49821,OLBIA,Fermata Autobus
ATPSS_561,Fermata di Sp18 222,40.733574,8.463151,SASSARI,Fermata Autobus
ASPO466,Fermata di 466 - P.Rotondo Tartarughino,41.02594,9.54696,OLBIA,Fermata Autobus
ASPO683,Fermata di 683 - Barcellona S.Giovanni,40.92948,9.4634,OLBIA,Fermata Autobus
ATPSS_2020,Fermata di Via Sassari 140,40.827711,8.408005,PORTO TORRES,Fermata Autobus
ASPO2007,Fermata di 2007 - Mamusi Via Omodeo,40.77132,9.47067,OLBIA,Fermata Autobus
B_22200,Fermata di LA PEDRAIA VIA BURGOS,40.77775,8.184091,SASSARI,Fermata Autobus
ATPSS_709,"Fermata di Z.I. P.N. Str. 6, Fermata 2",40.740828,8.529328,SASSARI,Fermata Autobus
ASPO404,Fermata di 404 - SP73 Vivaio,40.98707,9.50027,OLBIA,Fermata Autobus
ATPSS_590,Fermata di Via De Martini 42,40.759398,8.514817,SASSARI,Fermata Autobus
800206,Fermata di Concarabella (Cantoniera),40.747535,9.146052,OSCHIRI,Fermata Autobus
B_22081,Fermata di BOTTIDDA VIA REGINA ELENA 71,40.3936957,9.0107344,BOTTIDDA,Fermata Autobus
ASPO870,Fermata di 870 - Roma case Popolari,40.91589,9.4959,OLBIA,Fermata Autobus
8312902,Stazione di Olbia Terranova,40.92238,9.49458,OLBIA,Stazione Ferroviaria
7505,Fermata di OLBIA POLTU QUATU,40.90948,9.512105,OLBIA,Fermata Autobus
B_7281,Fermata di SASSARI VIA PADRE ZIRANO,40.725641,8.552615,SASSARI,Fermata Autobus
M_9602,Metro di VIALE ITALIA-R,40.717779,8.555165,SASSARI,Fermata Metropolitana
ATPSS_423,Fermata di Via P.N. 6,40.732498,8.539013,SASSARI,Fermata Autobus
M_9606,Metro di STAZIONE F.S.-R,40.729329,8.554815,SASSARI,Fermata Metropolitana
212015,Fermata di Tanaunella Fronte Rist. La Volpe,40.6898809222222,9.72177833333333,BUDONI,Fermata Autobus
ATPSS_239,"Fermata di Via Carlo Felice 2, Edicola",40.718614,8.572637,SASSARI,Fermata Autobus
B_7810,Fermata di LOC. SU CUNZADU MANNU,40.369917,9.0122,ESPORLATU,Fermata Autobus
ATPSS_597,Fermata di Via De Martini 122,40.779679,8.502419,SASSARI,Fermata Autobus
B_7001,Fermata di SASSARI CORSO MARGHERITA DI SAVOIA,40.723974,8.560642,SASSARI,Fermata Autobus
B_7188,Fermata di SCALA PICCADA,40.5202696,8.3787214,ALGHERO,Fermata Autobus
ASPO158,Fermata di 158 - Via Roma manconi,40.91856,9.49601,OLBIA,Fermata Autobus
ATPSS_213,Fermata di Via Duca Degli Abruzzi 26,40.715913,8.567545,SASSARI,Fermata Autobus
ATPSS_165,Fermata di Via Luna E Sole Fr. 1,40.724226,8.578109,SASSARI,Fermata Autobus
800312,Fermata di Zappalli',40.836639,9.472337,LOIRI PORTO SAN PAOLO,Fermata Autobus
ATPSS_430,"Fermata di Via P.Niedda, Tanit",40.728375,8.549536,SASSARI,Fermata Autobus
ATPSS_238,"Fermata di Via Carlo Felice 6, Polizia M.",40.717301,8.574807,SASSARI,Fermata Autobus
B_61033,Fermata di SS 427 MONTE RUTUNDU,41.0227306,9.3596983,OLBIA,Fermata Autobus
ASPO2082,"Fermata di 2082 - Olbia, Via Imperia, 1",40.91578,9.49444,OLBIA,Fermata Autobus
M_9603,Metro di CLINICHE UNIVERSITARIE-R,40.719247,8.552953,SASSARI,Fermata Metropolitana
B_7767,Fermata di SANTA VITTORIA,40.7723187,8.6709006,OSILO,Fermata Autobus
ATPSS_1126,"Fermata di Via Venezia 1, Parco",40.713443,8.562028,SASSARI,Fermata Autobus
ASPO530,Fermata di 530 - Via Plebi V.Culatolzu,40.96992,9.47782,OLBIA,Fermata Autobus
ATPSS_419,Fermata di Viale Porto Torres N.121,40.739372,8.536944,SASSARI,Fermata Autobus
ATPSS_277,"Fermata di Piazza D'Armi 17, Via Calvia",40.72112,8.56254,SASSARI,Fermata Autobus
800269,Fermata di Lu Commandanti,41.211394,9.18383,SANTA TERESA GALLURA,Fermata Autobus
B_22050,Fermata di STINTINO CALA ROSA,40.954518,8.22177,STINTINO,Fermata Autobus
B_7830,Fermata di MARINA MILITARE,40.5074815,8.356485,ALGHERO,Fermata Autobus
71687,Fermata di BONORVA PIAZZA SANT`ANTONIO,40.41845,8.765715,BONORVA,Fermata Autobus
B_22157,Fermata di ROMANA CAMPO SPORTIVO,40.483084,8.584123,ROMANA,Fermata Autobus
ASPO2013,Fermata di 2013 -  Via Gianni Rodari,40.92384,9.47063,OLBIA,Fermata Autobus
7175,Fermata di PULPAGGIU,40.85119,8.708391,TERGU,Fermata Autobus
800278,Fermata di Porto Pollo,41.187302,9.324909,PALAU,Fermata Autobus
ATPSS_397,Fermata di Via Sulcis Fr. 17,40.733658,8.569258,SASSARI,Fermata Autobus
ATPSS_224,Fermata di P.Zza Castello 16 (Lato Rist. Castello),40.726572,8.562774,SASSARI,Fermata Autobus
B_7385,Fermata di SASSARI VIA KENNEDY ANGOLO VIA GESSI,40.743583,8.555665,SASSARI,Fermata Autobus
M_9504,Metro di CLINICHE UNIVERSITARIE-A,40.719274,8.552915,SASSARI,Fermata Metropolitana
B_60044,Fermata di AGGIUS BIVIO FONTANA,40.9468671,9.0901039,TEMPIO PAUSANIA,Fermata Autobus
ASPO312,Fermata di 312 - A.Moro fr. V.Bonn,40.95194,9.49834,OLBIA,Fermata Autobus
ASPO452,Fermata di 452 - SP73 fr. Agriturismo,40.97902,9.49257,OLBIA,Fermata Autobus
7260,Fermata di ALGHERO LIDO,40.58014,8.312149,ALGHERO,Fermata Autobus
B_5228,Fermata di BIVIO OSIDDA STAZIONE,40.533824,9.170028,PATTADA,Fermata Autobus
ATPSS_375,Fermata di Viale Porto Torres 40,40.73482,8.544152,SASSARI,Fermata Autobus
ATPSS_631,Fermata di Sp132  La Crucca Fr. 69,40.758863,8.489295,SASSARI,Fermata Autobus
B_23321,Fermata di ALGHERO VIALE A. SIMON MOSSA FR.PODERE,40.570289,8.326143,ALGHERO,Fermata Autobus
7348,Fermata di BIVIO PORTOBELLO,41.0949,9.030531,AGLIENTU,Fermata Autobus
ATPSS_93,Fermata di Sv Monti Di Jesgia - Traversa 2,40.696893,8.492078,SASSARI,Fermata Autobus
ATPSS_734,Fermata di Via Montiferro,40.724224,8.482712,SASSARI,Fermata Autobus
7521,Fermata di TELTI,40.8759,9.351651,TELTI,Fermata Autobus
B_23332,Fermata di ALGHERO VIA XX SETTEMBRE 23,40.557654,8.317813,ALGHERO,Fermata Autobus
B_60036,Fermata di SP 74 LU PONTI,40.9636035,8.9957814,AGGIUS,Fermata Autobus
B_22212,Fermata di ILLORAI RIONE PRENARZA,40.3559028,9.0037803,ILLORAI,Fermata Autobus
ATPSS_240,Fermata di Via Duca Degli Abruzzi Fr. 4,40.718267,8.570286,SASSARI,Fermata Autobus
ATPSS_37,Fermata di Via Baldedda 14,40.740185,8.563905,SASSARI,Fermata Autobus
ATPSS_314,Fermata di Via Turati 73,40.716407,8.558575,SASSARI,Fermata Autobus
ASPO653,Fermata di 653 - V.Leoncavallo 2a,40.9275,9.49038,OLBIA,Fermata Autobus
202020,Fermata di Bv. Chilivani Gescal,40.593337,9.001132,OZIERI,Fermata Autobus
ASPO292,Fermata di 292 - Porto,40.92371,9.52012,OLBIA,Fermata Autobus
ASPO2029,Fermata di 2029 - SP38 bis Inters.  Via Del Nuraghe,40.93164,9.43548,OLBIA,Fermata Autobus
B_7824,Fermata di SA CACCIAGIOLA,40.7810757,8.9957455,TULA,Fermata Autobus
ATPSS_588,Fermata di Via De Martini 12,40.753975,8.515783,SASSARI,Fermata Autobus
ASPO412,Fermata di 412 - Monte Ladu fr.St.Bide,41.01287,9.53555,OLBIA,Fermata Autobus
ATPSS_123,"Fermata di Via Coghinas 2, Scuola",40.746118,8.545918,SASSARI,Fermata Autobus
B_7039,Fermata di THIESI VIA UMBERTO I,40.526017,8.720373,THIESI,Fermata Autobus
ATPSS_544,"Fermata di Z.I. P.N. Str.34, Cassa Edile",40.736445,8.527182,SASSARI,Fermata Autobus
ATPSS_3038,"Fermata di Viale Marina 43, Fronte Giardini",40.804244,8.57152,SORSO,Fermata Autobus
B_7193,Fermata di CUILE NUOVO,40.891098,8.234907,STINTINO,Fermata Autobus
B_22277,Fermata di ALGHERO VIA DON MINZONI 120,40.575353,8.321083,ALGHERO,Fermata Autobus
ATPSS_84,Fermata di Sv Cabu D'Ispiga Fermata 4,40.741082,8.576999,SASSARI,Fermata Autobus
ATPSS_619,Fermata di Via De Martini 181,40.779613,8.502985,SASSARI,Fermata Autobus
800099,Fermata di Su Canale (Aghiloia),40.842365,9.403911,MONTI,Fermata Autobus
B_22257,Fermata di ALGHERO VIALE I MAGGIO FR.SCUOLA D'ARTE,40.583042,8.311153,ALGHERO,Fermata Autobus
800054,Fermata di Perfugas (Via Lamarmora),40.831679,8.881339,PERFUGAS,Fermata Autobus
ASPO2009,Fermata di 2009 - Sa Castanza dir. Olbia,40.80235,9.4492,OLBIA,Fermata Autobus
ASPO232,Fermata di 232 - V. Indonesia Fronte ASPO,40.93149,9.51384,OLBIA,Fermata Autobus
B_7383,Fermata di SASSARI VIA PIRANDELLO 64,40.741795,8.560452,SASSARI,Fermata Autobus
ATPSS_562,Fermata di Sp18 232,40.73403,8.459987,SASSARI,Fermata Autobus
7271,Fermata di CASTELSARDO LA PIANEDDA,40.91323,8.712798,CASTELSARDO,Fermata Autobus
B_7081,Fermata di LA RIMESSA,40.6504,8.685245,CODRONGIANOS,Fermata Autobus
ATPSS_2102,"Fermata di Viale Delle Vigne, Stadio",40.827242,8.41728,PORTO TORRES,Fermata Autobus
ATPSS_413,"Fermata di Via S. Paolo, Fr. Cimitero",40.728638,8.552082,SASSARI,Fermata Autobus
ATPSS_77,Fermata di Via Caniga 108,40.722039,8.531211,SASSARI,Fermata Autobus
800041,Fermata di Viddalba (Piazza Chiesa),40.913043,8.891026,VIDDALBA,Fermata Autobus
ASPO2023,Fermata di 2023 - Santa Mariedda SP 38bis Civico 50,40.93024,9.44442,OLBIA,Fermata Autobus
B_22331,Fermata di ALGHERO VIA XX SETTEMBRE 236,40.561917,8.32698,ALGHERO,Fermata Autobus
ATPSS_38,"Fermata di Via Baldedda, Fr. G.Finanza",40.738539,8.563025,SASSARI,Fermata Autobus
800169,Fermata di Marazzino,41.231152,9.213131,SANTA TERESA GALLURA,Fermata Autobus
ATPSS_48,Fermata di Via P. Micca 40,40.734606,8.562557,SASSARI,Fermata Autobus
ATPSS_350,Fermata di Via Cagliari 22,40.725629,8.563205,SASSARI,Fermata Autobus
ASPO2028,Fermata di 2028 - Via della Cantoniera int.38 bis,40.93533,9.42237,OLBIA,Fermata Autobus
ATPSS_374,Fermata di Sv Caniga S.Giorgio Km 3.7,40.699308,8.480466,SASSARI,Fermata Autobus
ATPSS_142,Fermata di Sv Caniga S.Giorgio Km 0.3,40.713247,8.515539,SASSARI,Fermata Autobus
ATPSS_141,"Fermata di Ss 127/Bis, Fr. Serre",40.713459,8.518687,SASSARI,Fermata Autobus
L093-14543,Fermata di Parapinta ( Time out ),40.90652805397876,9.13201464914868,TEMPIO PAUSANIA,Fermata Autobus
ASPO1006,Fermata di 1006 - Zappalli,40.83886,9.47822,LOIRI PORTO SAN PAOLO,Fermata Autobus
ASPO108,Fermata di 108 - Via Roma int. Via Campidano,40.91849,9.49568,OLBIA,Fermata Autobus
ATPSS_288,Fermata di Sv Serra Di Lioni Fr. 59,40.750308,8.479146,SASSARI,Fermata Autobus
ASPO841,Fermata di 841 - V.Venafiorita fr. Trib.,40.90912,9.50077,OLBIA,Fermata Autobus
ATPSS_510,Fermata di Sp 60 Fr. Buttangari,40.777729,8.525639,SASSARI,Fermata Autobus
7032,Fermata di CAMPOMELA,40.68109,8.638275,CARGEGHE,Fermata Autobus
ASPO722,Fermata di 722 - Putzolu Spiegana,40.92437,9.40854,OLBIA,Fermata Autobus
B_63293,Fermata di SP 14 CORRIMUZZU,41.0466016,9.2202211,LUOGOSANTO,Fermata Autobus
B_17306,Fermata di ALGHERO VIA V. EMANUELE 113,40.561248,8.321155,ALGHERO,Fermata Autobus
ATPSS_103,"Fermata di Via Budapest 30, Fr. Distributore",40.713969,8.552098,SASSARI,Fermata Autobus
ASPO462,Fermata di 462 - V.Monte Ladu St. Bide,41.01297,9.53577,OLBIA,Fermata Autobus
B_7370,Fermata di URI VIA SASSARI 80 - MUNICIPIO,40.638396,8.485716,URI,Fermata Autobus
ASPO236,Fermata di 236 - Via Capo Verde 2a Ferm Direz Geov.,40.93855,9.51499,OLBIA,Fermata Autobus
ASPO356,Fermata di 356 - V.le A.Moro 245,40.93924,9.49803,OLBIA,Fermata Autobus
B_7315,Fermata di ITTIRI PIAZZA SIMULA 18,40.590102,8.572341,ITTIRI,Fermata Autobus
L093-14796,Fermata di Via Kolbe FR SISA,40.90768882,9.0967401,TEMPIO PAUSANIA,Fermata Autobus
F_22577,Stazione di TIRSO,40.3204424,9.0058264,ILLORAI,Stazione Ferroviaria
B_7352,Fermata di ITTIRI VIA IV NOVEMBRE 186,40.592003,8.562662,ITTIRI,Fermata Autobus
ATPSS_305,"Fermata di Sp56 Km 5.5, Str.Nord 1 Dir. Ss",40.770117,8.435602,SASSARI,Fermata Autobus
B_6132,Fermata di SS 133 CASETTA BALDU,41.0847034,9.2260986,LUOGOSANTO,Fermata Autobus
B_61922,Fermata di TANAUNELLA SS 125 FR. VIA TALAMONE,40.681121,9.72781,BUDONI,Fermata Autobus
202001,Fermata di Stazione Fraigas,40.627751,8.988394,OZIERI,Fermata Autobus
800031,Fermata di Viddalba,40.918378,8.893832,VIDDALBA,Fermata Autobus
ATPSS_751,Fermata di Sp18 Viadotto,40.738805,8.483945,SASSARI,Fermata Autobus
B_22039,Fermata di SASSARI VIA PAGLIETTI-IST. COMMERCIALE,40.723939,8.575926,SASSARI,Fermata Autobus
B_6130,Fermata di CAPICHERA,41.0435257,9.3752671,ARZACHENA,Fermata Autobus
ASPO513,Fermata di 513 - Veronese V.Pisano,40.93532,9.49218,OLBIA,Fermata Autobus
L093-14758,Fermata di Rinaggiu Terme,40.89530938,9.09386814,TEMPIO PAUSANIA,Fermata Autobus
ASPO826,Fermata di 826 - Via Modena V.Parma,40.91013,9.51361,OLBIA,Fermata Autobus
ASPO991,Fermata di 991 - Porto Istana,40.89468,9.6139,OLBIA,Fermata Autobus
ASPO756,Fermata di 756 - Marco Polo civico 40,40.9231,9.47051,OLBIA,Fermata Autobus
B_22126,Fermata di BENETUTTI VIA TIRSO - Q8,40.457597,9.164729,BENETUTTI,Fermata Autobus
ATPSS_3041,Fermata di Via Fiorentina 46,40.798475,8.581262,SORSO,Fermata Autobus
800004,Fermata di Arzachena (Liceo Scientifico),41.076702,9.383646,ARZACHENA,Fermata Autobus
202017,Fermata di Via Ospedale 3,40.581528,9.001564,OZIERI,Fermata Autobus
212029,"Fermata di Ist. Alberghiero (da Circ. Est-Via Nazionale,14",40.72409585,9.703875,BUDONI,Fermata Autobus
ATPSS_385,"Fermata di Via Caniga, Chiesa",40.716715,8.525415,SASSARI,Fermata Autobus
B_22062,Fermata di SP 18 PORTO PALMAS,40.747748,8.159678,SASSARI,Fermata Autobus
202038,Fermata di V.Rino Canalis,40.588548,8.997655,OZIERI,Fermata Autobus
B_7592,Fermata di OTTIOLU,40.736303,9.705049,BUDONI,Fermata Autobus
L093-14246,Fermata di Via Angioy - Sc. Elementare FR,40.89974274,9.10401318,TEMPIO PAUSANIA,Fermata Autobus
B_61919,Fermata di BUDONI VIA NAZIONALE FR.CIMITERO,40.711075,9.69254,BUDONI,Fermata Autobus
ASPO955,Fermata di 955 - SS125 Lido del Sole,40.90337,9.5508,OLBIA,Fermata Autobus
B_7511,Fermata di LURAS MUNICIPIO,40.9361574,9.175213,LURAS,Fermata Autobus
ASPO655,Fermata di 655 - V.Barcellona V.Vivaldi,40.92577,9.48772,OLBIA,Fermata Autobus
202019,Fermata di Piazza Garibaldi,40.586254,9.000307,OZIERI,Fermata Autobus
ATPSS_398,Fermata di Via Degli Astronauti Fr. 3,40.72703,8.575644,SASSARI,Fermata Autobus
ASPO711,Fermata di 711 - SS127 fr. Maltanedda,40.92022,9.44708,OLBIA,Fermata Autobus
B_7510,Fermata di ARZACHENA VIALE DETTORI 41,41.076788,9.387622,ARZACHENA,Fermata Autobus
B_61913,Fermata di BUDONI BERRUILES PRESSI VIA SAN FRANCESCO,40.729149,9.6574,BUDONI,Fermata Autobus
ATPSS_255,Fermata di Via Carlo Felice Fr. 56,40.713601,8.587062,SASSARI,Fermata Autobus
ASPO873,Fermata di 873 - Via Roma fr. Cimitero,40.91292,9.50066,OLBIA,Fermata Autobus
ASPO293,Fermata di 293 - Geovillage,40.94625,9.52687,OLBIA,Fermata Autobus
ASPO1055,Fermata di 1055 - Loiri,40.84495,9.49426,LOIRI PORTO SAN PAOLO,Fermata Autobus
B_63302,Fermata di SS 133 KM 29.300,41.0948197,9.2436253,LUOGOSANTO,Fermata Autobus
B_22085,Fermata di BULTEI VIA NAZIONALE 48,40.4565521,9.0655156,BULTEI,Fermata Autobus
ASPO156,Fermata di 156 - Via Mameli 1,40.92315,9.49653,OLBIA,Fermata Autobus
ATPSS_587,"Fermata di Z.I. P.N. Str. 2, Ang. Str. 5",40.73554,8.53376,SASSARI,Fermata Autobus
B_7270,Fermata di ALGHERO VIA CATALOGNA,40.56035,8.316456,ALGHERO,Fermata Autobus
B_7535,Fermata di SAN PASQUALE,41.167532,9.279155,SANTA TERESA GALLURA,Fermata Autobus
ASPO262,Fermata di 262 - Mare Rocce,40.95164,9.57157,OLBIA,Fermata Autobus
ASPO451,Fermata di 451 - SS125 ex SAFA,40.97124,9.49103,OLBIA,Fermata Autobus
B_61822,Fermata di SP 59 CASCIONI,41.069221,9.449496,ARZACHENA,Fermata Autobus
B_22304,Fermata di ALGHERO VIA LEONARDO DA VINCI 64,40.557855,8.327586,ALGHERO,Fermata Autobus
800411,Fermata di Badesi (Via Mare/Via Dettori),40.967515,8.878552,BADESI,Fermata Autobus
M_9505,Metro di VIALE ITALIA-A,40.717859,8.555056,SASSARI,Fermata Metropolitana
B_7027,Fermata di COSSOINE PIAZZA DEL POPOLO,40.43005,8.715948,COSSOINE,Fermata Autobus
8312866,Stazione di GIAVE,40.4559116,8.7294137,GIAVE,Stazione Ferroviaria
