Data,Porto/Aeroporto,Nome,Arrivi di Linea,Arrivi non di Linea,Partenze di Linea,Partenze non di Linea
2023-08-16,Aeroporto,Alghero,2150.0,181.0,2483.0,320.0
2023-08-15,Porto,Olbia,0.0,12488.0,0.0,12037.0
2023-08-15,Aeroporto,Olbia,9560.0,313.0,10350.0,406.0
2023-08-15,Aeroporto,Alghero,3013.0,2.0,3193.0,0.0
2023-08-14,Porto,Olbia,0.0,16314.0,0.0,13640.0
2023-08-14,Aeroporto,Olbia,10199.0,309.0,9809.0,310.0
2023-08-14,Aeroporto,Alghero,3506.0,0.0,3244.0,0.0
2023-08-13,Porto,Olbia,0.0,17614.0,0.0,15349.0
2023-08-13,Aeroporto,Olbia,11923.0,960.0,12139.0,934.0
2023-08-13,Aeroporto,Alghero,3806.0,185.0,3608.0,202.0
2023-08-12,Porto,Olbia,0.0,19652.0,0.0,15899.0
2023-08-12,Aeroporto,Olbia,12781.0,1198.0,13075.0,1239.0
2023-08-12,Aeroporto,Alghero,3427.0,0.0,2916.0,1.0
2023-08-11,Porto,Olbia,0.0,17852.0,0.0,11846.0
2023-08-11,Aeroporto,Olbia,12189.0,567.0,11202.0,601.0
2023-08-11,Aeroporto,Alghero,3914.0,0.0,3546.0,9.0
2023-08-10,Porto,Olbia,0.0,16211.0,0.0,11312.0
2023-08-10,Aeroporto,Olbia,9886.0,182.0,9024.0,109.0
2023-08-10,Aeroporto,Alghero,3312.0,0.0,2742.0,7.0
2023-08-09,Porto,Olbia,0.0,16758.0,0.0,9411.0
2023-08-09,Aeroporto,Olbia,10031.0,100.0,8770.0,83.0
2023-08-09,Aeroporto,Alghero,2495.0,314.0,1770.0,352.0
2023-08-08,Porto,Olbia,0.0,17104.0,0.0,9562.0
2023-08-08,Aeroporto,Olbia,11069.0,259.0,9485.0,318.0
2023-08-08,Aeroporto,Alghero,3532.0,6.0,2873.0,2.0
2023-08-07,Porto,Olbia,0.0,18946.0,0.0,10581.0
2023-08-07,Aeroporto,Olbia,10836.0,322.0,9583.0,253.0
2023-08-07,Aeroporto,Alghero,3902.0,191.0,3398.0,0.0
2023-08-06,Porto,Olbia,0.0,22017.0,0.0,15401.0
2023-08-06,Aeroporto,Olbia,12399.0,927.0,11285.0,965.0
2023-08-06,Aeroporto,Alghero,4092.0,220.0,3422.0,206.0
2023-08-05,Porto,Olbia,0.0,21798.0,0.0,15337.0
2023-08-05,Aeroporto,Olbia,13470.0,1326.0,12794.0,1253.0
2023-08-05,Aeroporto,Alghero,3572.0,0.0,2610.0,5.0
2023-08-04,Porto,Olbia,0.0,19942.0,0.0,12630.0
2023-08-04,Aeroporto,Olbia,12528.0,741.0,10859.0,596.0
2023-08-04,Aeroporto,Alghero,3822.0,6.0,3334.0,0.0
2023-08-03,Porto,Olbia,0.0,14163.0,0.0,10029.0
2023-08-03,Aeroporto,Olbia,10538.0,159.0,8186.0,139.0
2023-08-03,Aeroporto,Alghero,3221.0,1.0,2345.0,5.0
2023-08-02,Porto,Olbia,0.0,14942.0,0.0,9881.0
2023-08-02,Aeroporto,Olbia,10861.0,134.0,9454.0,111.0
2023-08-02,Aeroporto,Alghero,2545.0,353.0,1913.0,384.0
2023-08-01,Porto,Olbia,0.0,15864.0,0.0,10968.0
2023-08-01,Aeroporto,Olbia,11388.0,358.0,10311.0,283.0
2023-08-01,Aeroporto,Alghero,3425.0,9.0,3008.0,3.0
2023-07-31,Porto,Olbia,0.0,15245.0,0.0,13481.0
2023-07-31,Aeroporto,Olbia,10240.0,280.0,10468.0,416.0
2023-07-31,Aeroporto,Alghero,3765.0,10.0,3731.0,190.0
2023-07-30,Porto,Olbia,0.0,16820.0,0.0,16976.0
2023-07-30,Aeroporto,Olbia,12270.0,870.0,12317.0,1013.0
2023-07-30,Aeroporto,Alghero,4062.0,207.0,3736.0,216.0
2023-07-29,Porto,Olbia,0.0,18158.0,0.0,16650.0
2023-07-29,Aeroporto,Olbia,13470.0,1228.0,13060.0,1249.0
2023-07-29,Aeroporto,Alghero,3376.0,0.0,2956.0,0.0
2023-07-28,Porto,Olbia,0.0,14814.0,0.0,13818.0
2023-07-28,Aeroporto,Olbia,12503.0,422.0,11137.0,381.0
2023-07-28,Aeroporto,Alghero,3895.0,5.0,3428.0,1.0
2023-07-27,Porto,Olbia,0.0,12553.0,0.0,11620.0
2023-07-27,Aeroporto,Olbia,10002.0,150.0,8775.0,111.0
2023-07-27,Aeroporto,Alghero,3453.0,2.0,3125.0,0.0
2023-07-26,Porto,Olbia,0.0,13004.0,0.0,11379.0
2023-07-26,Aeroporto,Olbia,10930.0,286.0,10409.0,111.0
2023-07-26,Aeroporto,Alghero,2408.0,355.0,1872.0,362.0
2023-07-25,Porto,Olbia,0.0,11646.0,0.0,9664.0
2023-07-25,Aeroporto,Olbia,11165.0,242.0,11410.0,303.0
2023-07-25,Aeroporto,Alghero,3380.0,0.0,3322.0,0.0
2023-07-24,Porto,Olbia,0.0,12987.0,0.0,10590.0
2023-07-24,Aeroporto,Olbia,8745.0,306.0,8517.0,394.0
2023-07-24,Aeroporto,Alghero,3860.0,332.0,4192.0,5.0
2023-07-23,Porto,Olbia,0.0,14346.0,0.0,14236.0
2023-07-23,Aeroporto,Olbia,11949.0,853.0,12132.0,968.0
2023-07-23,Aeroporto,Alghero,3920.0,230.0,3853.0,208.0
2023-07-22,Porto,Olbia,0.0,16245.0,0.0,13681.0
2023-07-22,Aeroporto,Olbia,13993.0,1269.0,12559.0,1173.0
2023-07-22,Aeroporto,Alghero,3201.0,0.0,3262.0,0.0
2023-07-21,Porto,Olbia,0.0,13116.0,0.0,11488.0
2023-07-21,Aeroporto,Olbia,11698.0,542.0,10299.0,578.0
2023-07-21,Aeroporto,Alghero,4049.0,0.0,3290.0,0.0
2023-07-20,Porto,Olbia,0.0,10367.0,0.0,9348.0
2023-07-20,Aeroporto,Olbia,9637.0,149.0,8205.0,78.0
2023-07-20,Aeroporto,Alghero,3382.0,1.0,2934.0,2.0
2023-07-19,Porto,Olbia,0.0,10193.0,0.0,7498.0
2023-07-19,Aeroporto,Olbia,10682.0,66.0,8830.0,112.0
2023-07-19,Aeroporto,Alghero,2355.0,361.0,2082.0,370.0
2023-07-18,Porto,Olbia,0.0,12117.0,0.0,8133.0
2023-07-18,Aeroporto,Olbia,10634.0,235.0,10446.0,216.0
2023-07-18,Aeroporto,Alghero,3375.0,2.0,3538.0,1.0
2023-07-17,Porto,Olbia,0.0,14822.0,0.0,10165.0
2023-07-17,Aeroporto,Olbia,9908.0,279.0,9836.0,288.0
2023-07-17,Aeroporto,Alghero,3942.0,0.0,4163.0,3.0
2023-07-16,Porto,Olbia,0.0,15965.0,0.0,13580.0
2023-07-16,Aeroporto,Olbia,12306.0,897.0,12156.0,923.0
2023-07-16,Aeroporto,Alghero,4480.0,200.0,3765.0,222.0
2023-07-15,Porto,Olbia,0.0,17050.0,0.0,14857.0
2023-07-15,Aeroporto,Olbia,11930.0,1255.0,11482.0,1236.0
2023-07-15,Aeroporto,Alghero,3325.0,1.0,3209.0,0.0
2023-07-14,Porto,Olbia,0.0,13672.0,0.0,12655.0
2023-07-14,Aeroporto,Olbia,12485.0,500.0,11072.0,523.0
2023-07-14,Aeroporto,Alghero,4233.0,151.0,3782.0,0.0
2023-07-13,Porto,Olbia,0.0,9907.0,0.0,9733.0
2023-07-13,Aeroporto,Olbia,9307.0,116.0,7816.0,91.0
2023-07-13,Aeroporto,Alghero,3126.0,5.0,2850.0,0.0
2023-07-12,Porto,Olbia,0.0,9130.0,0.0,7775.0
2023-07-12,Aeroporto,Olbia,10054.0,279.0,8460.0,88.0
2023-07-12,Aeroporto,Alghero,2216.0,374.0,1992.0,348.0
2023-07-11,Porto,Olbia,0.0,10214.0,0.0,7511.0
2023-07-11,Aeroporto,Olbia,10260.0,415.0,9392.0,204.0
2023-07-11,Aeroporto,Alghero,3343.0,5.0,3380.0,1.0
2023-07-10,Porto,Olbia,0.0,12322.0,0.0,9531.0
2023-07-10,Aeroporto,Olbia,9435.0,283.0,9344.0,246.0
2023-07-10,Aeroporto,Alghero,3810.0,0.0,3943.0,0.0
2023-07-09,Porto,Olbia,0.0,13890.0,0.0,12885.0
2023-07-09,Aeroporto,Olbia,11440.0,823.0,10983.0,1122.0
2023-07-09,Aeroporto,Alghero,4290.0,209.0,3833.0,204.0
2023-07-08,Porto,Olbia,0.0,15265.0,0.0,13303.0
2023-07-08,Aeroporto,Olbia,13063.0,1210.0,12157.0,1150.0
2023-07-08,Aeroporto,Alghero,3052.0,1.0,2944.0,1.0
2023-07-07,Porto,Olbia,0.0,12680.0,0.0,10154.0
2023-07-07,Aeroporto,Olbia,11789.0,351.0,9955.0,441.0
2023-07-07,Aeroporto,Alghero,4027.0,171.0,3619.0,148.0
2023-07-06,Porto,Olbia,0.0,9816.0,0.0,7455.0
2023-07-06,Aeroporto,Olbia,9251.0,418.0,7156.0,90.0
2023-07-06,Aeroporto,Alghero,3396.0,0.0,2712.0,1.0
2023-07-05,Porto,Olbia,0.0,10019.0,0.0,6120.0
2023-07-05,Aeroporto,Olbia,9719.0,100.0,7677.0,121.0
2023-07-05,Aeroporto,Alghero,2304.0,372.0,1877.0,300.0
2023-07-04,Porto,Olbia,0.0,10706.0,0.0,6214.0
2023-07-04,Aeroporto,Olbia,9859.0,270.0,8965.0,236.0
2023-07-04,Aeroporto,Alghero,3184.0,0.0,3068.0,0.0
2023-07-03,Porto,Olbia,0.0,13351.0,0.0,8128.0
2023-07-03,Aeroporto,Olbia,9032.0,217.0,8848.0,257.0
2023-07-03,Aeroporto,Alghero,4052.0,3.0,3987.0,171.0
2023-07-02,Porto,Olbia,0.0,15471.0,0.0,12948.0
2023-07-02,Aeroporto,Olbia,10724.0,1125.0,10976.0,1209.0
2023-07-02,Aeroporto,Alghero,3723.0,210.0,3602.0,205.0
2023-07-01,Porto,Olbia,0.0,16065.0,0.0,13336.0
2023-07-01,Aeroporto,Olbia,13424.0,1260.0,11968.0,1182.0
2023-07-01,Aeroporto,Alghero,3525.0,0.0,3046.0,0.0
2023-06-30,Porto,Olbia,0.0,13758.0,0.0,10768.0
2023-06-30,Aeroporto,Olbia,11302.0,523.0,9711.0,463.0
2023-06-30,Aeroporto,Alghero,3677.0,0.0,3528.0,2.0
2023-06-29,Porto,Olbia,0.0,11484.0,0.0,8799.0
2023-06-29,Aeroporto,Olbia,8934.0,165.0,6751.0,85.0
2023-06-29,Aeroporto,Alghero,3171.0,2.0,2524.0,0.0
2023-06-28,Porto,Olbia,0.0,8771.0,0.0,6006.0
2023-06-28,Aeroporto,Olbia,8854.0,116.0,6875.0,40.0
2023-06-28,Aeroporto,Alghero,2538.0,300.0,2010.0,321.0
2023-06-27,Porto,Olbia,0.0,10012.0,0.0,7914.0
2023-06-27,Aeroporto,Olbia,9193.0,196.0,7647.0,211.0
2023-06-27,Aeroporto,Alghero,3103.0,0.0,2819.0,0.0
2023-06-26,Porto,Olbia,0.0,9925.0,0.0,6563.0
2023-06-26,Aeroporto,Olbia,8430.0,245.0,7927.0,192.0
2023-06-26,Aeroporto,Alghero,3805.0,0.0,4019.0,1.0
2023-06-25,Porto,Olbia,0.0,13109.0,0.0,11111.0
2023-06-25,Aeroporto,Olbia,8407.0,945.0,8527.0,955.0
2023-06-25,Aeroporto,Alghero,3570.0,216.0,3334.0,214.0
2023-06-24,Porto,Olbia,0.0,15434.0,0.0,11553.0
2023-06-24,Aeroporto,Olbia,11937.0,1167.0,10496.0,1266.0
2023-06-24,Aeroporto,Alghero,3124.0,2.0,2900.0,0.0
2023-06-23,Porto,Olbia,0.0,12718.0,0.0,7915.0
2023-06-23,Aeroporto,Olbia,8812.0,388.0,7312.0,344.0
2023-06-23,Aeroporto,Alghero,4113.0,0.0,3323.0,0.0
2023-06-22,Porto,Olbia,0.0,8637.0,0.0,6019.0
2023-06-22,Aeroporto,Olbia,6212.0,109.0,5352.0,233.0
2023-06-22,Aeroporto,Alghero,2868.0,0.0,2567.0,0.0
2023-06-21,Porto,Olbia,0.0,7485.0,0.0,4554.0
2023-06-21,Aeroporto,Olbia,6574.0,63.0,5888.0,39.0
2023-06-21,Aeroporto,Alghero,1967.0,329.0,1640.0,247.0
2023-06-20,Porto,Olbia,0.0,8199.0,0.0,5189.0
2023-06-20,Aeroporto,Olbia,6721.0,211.0,6381.0,81.0
2023-06-20,Aeroporto,Alghero,2711.0,0.0,2768.0,0.0
2023-06-19,Porto,Olbia,0.0,8873.0,0.0,5289.0
2023-06-19,Aeroporto,Olbia,6235.0,147.0,6504.0,72.0
2023-06-19,Aeroporto,Alghero,3718.0,1.0,3687.0,1.0
2023-06-18,Porto,Olbia,0.0,10377.0,0.0,8680.0
2023-06-18,Aeroporto,Olbia,8191.0,938.0,8565.0,917.0
2023-06-18,Aeroporto,Alghero,3492.0,197.0,3215.0,199.0
2023-06-17,Porto,Olbia,0.0,13431.0,0.0,9647.0
2023-06-17,Aeroporto,Olbia,10687.0,1303.0,9487.0,1103.0
2023-06-17,Aeroporto,Alghero,2977.0,0.0,2622.0,0.0
2023-06-16,Porto,Olbia,0.0,9520.0,0.0,6127.0
2023-06-16,Aeroporto,Olbia,8323.0,532.0,6865.0,604.0
2023-06-16,Aeroporto,Alghero,3777.0,1.0,3127.0,0.0
2023-06-15,Porto,Olbia,0.0,8233.0,0.0,4939.0
2023-06-15,Aeroporto,Olbia,5971.0,240.0,4651.0,217.0
2023-06-15,Aeroporto,Alghero,2781.0,0.0,2595.0,5.0
2023-06-14,Porto,Olbia,0.0,5354.0,0.0,3518.0
2023-06-14,Aeroporto,Olbia,6587.0,26.0,5327.0,302.0
2023-06-14,Aeroporto,Alghero,1977.0,270.0,1563.0,77.0
2023-06-13,Porto,Olbia,0.0,6379.0,0.0,3969.0
2023-06-13,Aeroporto,Olbia,6366.0,55.0,6044.0,43.0
2023-06-13,Aeroporto,Alghero,2703.0,0.0,2589.0,1.0
2023-06-12,Porto,Olbia,0.0,6561.0,0.0,3339.0
2023-06-12,Aeroporto,Olbia,5908.0,62.0,5953.0,52.0
2023-06-12,Aeroporto,Alghero,3817.0,1.0,3448.0,0.0
2023-06-11,Porto,Olbia,0.0,9219.0,0.0,7461.0
2023-06-11,Aeroporto,Olbia,7344.0,873.0,8320.0,825.0
2023-06-11,Aeroporto,Alghero,2917.0,195.0,2963.0,186.0
2023-06-10,Porto,Olbia,0.0,11514.0,0.0,9817.0
2023-06-10,Aeroporto,Olbia,10075.0,1124.0,9213.0,840.0
2023-06-10,Aeroporto,Alghero,2464.0,3.0,2248.0,1.0
2023-06-09,Porto,Olbia,0.0,6547.0,0.0,7472.0
2023-06-09,Aeroporto,Olbia,7414.0,532.0,6679.0,401.0
2023-06-09,Aeroporto,Alghero,3305.0,0.0,2776.0,0.0
2023-06-08,Porto,Olbia,0.0,5673.0,0.0,6679.0
2023-06-08,Aeroporto,Olbia,5719.0,234.0,4456.0,215.0
2023-06-08,Aeroporto,Alghero,2908.0,0.0,2192.0,3.0
2023-06-07,Porto,Olbia,0.0,3498.0,0.0,3679.0
2023-06-07,Aeroporto,Olbia,6135.0,338.0,5275.0,273.0
2023-06-07,Aeroporto,Alghero,1638.0,101.0,1479.0,158.0
2023-06-06,Porto,Olbia,0.0,5097.0,0.0,3506.0
2023-06-06,Aeroporto,Olbia,5762.0,30.0,6105.0,24.0
2023-06-06,Aeroporto,Alghero,2527.0,3.0,2682.0,0.0
2023-06-05,Porto,Olbia,0.0,5154.0,0.0,5415.0
2023-06-05,Aeroporto,Olbia,5661.0,51.0,6852.0,35.0
2023-06-05,Aeroporto,Alghero,3464.0,148.0,3734.0,148.0
2023-06-04,Porto,Olbia,0.0,6302.0,0.0,9323.0
2023-06-04,Aeroporto,Olbia,7163.0,720.0,8266.0,309.0
2023-06-04,Aeroporto,Alghero,2903.0,183.0,3194.0,166.0
2023-06-03,Porto,Olbia,0.0,6703.0,0.0,4912.0
2023-06-03,Aeroporto,Olbia,8934.0,871.0,7732.0,607.0
2023-06-03,Aeroporto,Alghero,2129.0,0.0,2008.0,0.0
2023-06-02,Porto,Olbia,0.0,10430.0,0.0,3760.0
2023-06-02,Aeroporto,Olbia,7577.0,420.0,5435.0,363.0
2023-06-02,Aeroporto,Alghero,3584.0,1.0,2544.0,27.0
2023-06-01,Porto,Olbia,0.0,8531.0,0.0,3129.0
2023-06-01,Aeroporto,Olbia,6467.0,76.0,3955.0,23.0
2023-06-01,Aeroporto,Alghero,3013.0,0.0,2485.0,0.0
2023-05-31,Porto,Olbia,0.0,5037.0,0.0,2560.0
2023-05-31,Aeroporto,Olbia,6260.0,263.0,4202.0,277.0
2023-05-31,Aeroporto,Alghero,1654.0,177.0,1202.0,131.0
2023-05-30,Porto,Olbia,0.0,5528.0,0.0,2374.0
2023-05-30,Aeroporto,Olbia,6140.0,36.0,5011.0,135.0
2023-05-30,Aeroporto,Alghero,2370.0,1.0,1981.0,1.0
2023-05-29,Porto,Olbia,0.0,5607.0,0.0,2585.0
2023-05-29,Aeroporto,Olbia,5186.0,14.0,5115.0,308.0
2023-05-29,Aeroporto,Alghero,2446.0,0.0,2515.0,0.0
2023-05-28,Porto,Olbia,0.0,8113.0,0.0,4146.0
2023-05-28,Aeroporto,Olbia,6558.0,309.0,5658.0,30.0
2023-05-28,Aeroporto,Alghero,2593.0,176.0,2388.0,180.0
2023-05-27,Porto,Olbia,0.0,6636.0,0.0,2903.0
2023-05-27,Aeroporto,Olbia,7613.0,599.0,6141.0,237.0
2023-05-27,Aeroporto,Alghero,2579.0,8.0,1981.0,4.0
2023-05-26,Porto,Olbia,0.0,4567.0,0.0,3147.0
2023-05-26,Aeroporto,Olbia,7179.0,654.0,5313.0,362.0
2023-05-26,Aeroporto,Alghero,2535.0,0.0,2162.0,0.0
2023-05-25,Porto,Olbia,0.0,4147.0,0.0,2899.0
2023-05-25,Aeroporto,Olbia,3519.0,36.0,2346.0,19.0
2023-05-25,Aeroporto,Alghero,2318.0,0.0,1928.0,0.0
2023-05-24,Porto,Olbia,0.0,2178.0,0.0,1636.0
2023-05-24,Aeroporto,Olbia,3722.0,274.0,2931.0,474.0
2023-05-24,Aeroporto,Alghero,1445.0,149.0,1215.0,0.0
2023-05-23,Porto,Olbia,0.0,3773.0,0.0,1871.0
2023-05-23,Aeroporto,Olbia,3231.0,17.0,2747.0,13.0
2023-05-23,Aeroporto,Alghero,2117.0,1.0,1845.0,0.0
2023-05-22,Porto,Olbia,0.0,3151.0,0.0,1696.0
2023-05-22,Aeroporto,Olbia,3763.0,174.0,3274.0,37.0
2023-05-22,Aeroporto,Alghero,2565.0,0.0,2472.0,0.0
2023-05-21,Porto,Olbia,0.0,3098.0,0.0,2762.0
2023-05-21,Aeroporto,Olbia,4493.0,12.0,4686.0,50.0
2023-05-21,Aeroporto,Alghero,2143.0,172.0,2137.0,186.0
2023-05-20,Porto,Olbia,0.0,3294.0,0.0,2283.0
2023-05-20,Aeroporto,Olbia,4826.0,247.0,4562.0,155.0
2023-05-20,Aeroporto,Alghero,2191.0,0.0,2036.0,1.0
2023-05-19,Porto,Olbia,0.0,3777.0,0.0,3362.0
2023-05-19,Aeroporto,Olbia,4654.0,392.0,4089.0,390.0
2023-05-19,Aeroporto,Alghero,1752.0,0.0,1839.0,2.0
2023-05-18,Porto,Olbia,0.0,2569.0,0.0,2184.0
2023-05-18,Aeroporto,Olbia,3270.0,43.0,2457.0,1.0
2023-05-18,Aeroporto,Alghero,2060.0,3.0,1864.0,1.0
2023-05-17,Porto,Olbia,0.0,2617.0,0.0,1943.0
2023-05-17,Aeroporto,Olbia,3136.0,360.0,1976.0,148.0
2023-05-17,Aeroporto,Alghero,1554.0,5.0,1261.0,0.0
2023-05-16,Porto,Olbia,0.0,2602.0,0.0,1502.0
2023-05-16,Aeroporto,Olbia,3024.0,8.0,2355.0,5.0
2023-05-16,Aeroporto,Alghero,1848.0,0.0,1941.0,0.0
2023-05-15,Porto,Olbia,0.0,3941.0,0.0,1681.0
2023-05-15,Aeroporto,Olbia,3720.0,5.0,3173.0,17.0
2023-05-15,Aeroporto,Alghero,2321.0,1.0,2482.0,0.0
2023-05-14,Porto,Olbia,0.0,2245.0,0.0,1786.0
2023-05-14,Aeroporto,Olbia,4400.0,12.0,3634.0,29.0
2023-05-14,Aeroporto,Alghero,2213.0,187.0,2135.0,2.0
2023-05-13,Porto,Olbia,0.0,3211.0,0.0,2165.0
2023-05-13,Aeroporto,Olbia,4281.0,184.0,3597.0,171.0
2023-05-13,Aeroporto,Alghero,2046.0,0.0,2131.0,1.0
2023-05-12,Porto,Olbia,0.0,2599.0,0.0,2245.0
2023-05-12,Aeroporto,Olbia,4380.0,408.0,3500.0,338.0
2023-05-12,Aeroporto,Alghero,2354.0,0.0,1853.0,6.0
2023-05-11,Porto,Olbia,0.0,2005.0,0.0,1703.0
2023-05-11,Aeroporto,Olbia,2872.0,24.0,2094.0,4.0
2023-05-11,Aeroporto,Alghero,2118.0,8.0,1854.0,0.0
2023-05-10,Porto,Olbia,0.0,1794.0,0.0,1337.0
2023-05-10,Aeroporto,Olbia,1943.0,176.0,1938.0,11.0
2023-05-10,Aeroporto,Alghero,1401.0,0.0,1351.0,0.0
2023-05-09,Porto,Olbia,0.0,2247.0,0.0,1550.0
2023-05-09,Aeroporto,Olbia,2209.0,14.0,2244.0,6.0
2023-05-09,Aeroporto,Alghero,1990.0,0.0,1815.0,0.0
2023-05-08,Porto,Olbia,0.0,2578.0,0.0,1493.0
2023-05-08,Aeroporto,Olbia,3045.0,3.0,3178.0,26.0
2023-05-08,Aeroporto,Alghero,2386.0,0.0,2536.0,1.0
2023-05-07,Porto,Olbia,0.0,1732.0,0.0,1845.0
2023-05-07,Aeroporto,Olbia,3476.0,5.0,3458.0,32.0
2023-05-07,Aeroporto,Alghero,1930.0,0.0,2030.0,0.0
2023-05-06,Porto,Olbia,0.0,1966.0,0.0,2230.0
2023-05-06,Aeroporto,Olbia,3765.0,159.0,3408.0,279.0
2023-05-06,Aeroporto,Alghero,2127.0,1.0,2103.0,1.0
2023-05-05,Porto,Olbia,0.0,1916.0,0.0,2512.0
2023-05-05,Aeroporto,Olbia,4328.0,359.0,3507.0,370.0
2023-05-05,Aeroporto,Alghero,2211.0,3.0,1838.0,4.0
2023-05-04,Porto,Olbia,0.0,1650.0,0.0,1768.0
2023-05-04,Aeroporto,Olbia,2571.0,279.0,2164.0,2.0
2023-05-04,Aeroporto,Alghero,2010.0,1.0,1800.0,0.0
2023-05-03,Porto,Olbia,0.0,2262.0,0.0,930.0
2023-05-03,Aeroporto,Olbia,1691.0,17.0,1877.0,8.0
2023-05-03,Aeroporto,Alghero,1361.0,3.0,1493.0,2.0
2023-05-02,Porto,Olbia,0.0,2291.0,0.0,2568.0
2023-05-02,Aeroporto,Olbia,2379.0,5.0,2637.0,16.0
2023-05-02,Aeroporto,Alghero,2185.0,0.0,2309.0,0.0
2023-05-01,Porto,Olbia,0.0,2929.0,0.0,2653.0
2023-05-01,Aeroporto,Olbia,3012.0,3.0,3603.0,38.0
2023-05-01,Aeroporto,Alghero,2425.0,0.0,2393.0,0.0
2023-04-30,Porto,Olbia,0.0,4252.0,0.0,6012.0
2023-04-30,Aeroporto,Olbia,3057.0,6.0,2888.0,16.0
2023-04-30,Aeroporto,Alghero,2261.0,0.0,2134.0,0.0
2023-04-29,Porto,Olbia,0.0,6788.0,0.0,5234.0
2023-04-29,Aeroporto,Olbia,3604.0,23.0,3010.0,8.0
2023-04-29,Aeroporto,Alghero,2325.0,0.0,2159.0,0.0
2023-04-28,Porto,Olbia,0.0,6632.0,0.0,5228.0
2023-04-28,Aeroporto,Olbia,4375.0,417.0,3436.0,373.0
2023-04-28,Aeroporto,Alghero,2053.0,2.0,2074.0,2.0
2023-04-27,Porto,Olbia,0.0,4370.0,0.0,3972.0
2023-04-27,Aeroporto,Olbia,2437.0,113.0,2100.0,11.0
2023-04-27,Aeroporto,Alghero,2171.0,0.0,2065.0,0.0
2023-04-26,Porto,Olbia,0.0,4216.0,0.0,3714.0
2023-04-26,Aeroporto,Olbia,1810.0,14.0,2000.0,5.0
2023-04-26,Aeroporto,Alghero,1482.0,0.0,1650.0,1.0
2023-04-25,Porto,Olbia,0.0,4412.0,0.0,8828.0
2023-04-25,Aeroporto,Olbia,2139.0,6.0,2488.0,34.0
2023-04-25,Aeroporto,Alghero,2069.0,0.0,2191.0,0.0
2023-04-24,Porto,Olbia,0.0,6366.0,0.0,5534.0
2023-04-24,Aeroporto,Olbia,2628.0,5.0,2666.0,6.0
2023-04-24,Aeroporto,Alghero,2197.0,0.0,2182.0,0.0
2023-04-23,Porto,Olbia,0.0,6062.0,0.0,2718.0
2023-04-23,Aeroporto,Olbia,2846.0,1.0,2665.0,14.0
2023-04-23,Aeroporto,Alghero,2159.0,0.0,1785.0,0.0
2023-04-22,Porto,Olbia,0.0,9470.0,0.0,3648.0
2023-04-22,Aeroporto,Olbia,3610.0,21.0,2887.0,7.0
