,Date,EuroStoxx50,ADS.DE,ADYEN.AS,AD.AS,AI.PA,AIR.PA,ALV.DE,ABI.BR,ASML.AS,CS.PA,BAS.DE,BAYN.DE,BBVA.MC,SAN.MC,BMW.DE,BNP.PA,CRG.IR,BN.PA,DB1.DE,DPW.DE,DTE.DE,ENEL.MI,ENI.MI,EL.PA,FLTR.IR,RMS.PA,IBE.MC,ITX.MC,IFX.DE,INGA.AS,ISP.MI,KER.PA,KNEBV.HE,OR.PA,LIN.DE,MC.PA,MBG.DE,MUV2.DE,RI.PA,PHIA.AS,PRX.AS,SAF.PA,SAN.PA,SAP.DE,SU.PA,SIE.DE,STLA.MI,TTE.PA,DG.PA,VOW.DE,VNA.DE
0,2016-09-14,0.022481452490236364,0.04415887917731265,,0.004544832523556419,-0.0154401939957296,0.01403597554185243,0.03995311340222152,0.06442388224493634,0.07558842913188624,0.06585439151221406,0.02794105730963148,-0.022375532120520347,0.022302689330536474,0.007863213588349183,0.006503459155786651,0.02174468964734233,0.02610680101788221,0.020486880004155772,0.022591824548388928,0.031582674487126816,0.061771041562203255,0.013688256642695462,-0.011251095105746511,0.033930673859535965,-0.008210574895615608,0.048115542928443666,0.012769010169727979,0.03504242911111488,0.06425906916039015,0.021014871909424304,-0.04122257520891079,0.05498225791534139,0.05157605950947808,0.024559589400309,0.0,0.042177933243962684,0.03182989479413534,0.05115447273232565,0.040782998980818164,0.04457990776948639,,0.019562678929078814,-0.019816928710525428,0.038588534000050245,0.06309945339921574,0.035949266249333256,0.008718579064769916,0.02487480023399824,0.03466001784291617,-0.005794800895579044,0.02401586430208047
1,2016-09-23,-0.000927135217988706,0.014720107714531139,,0.004524607759462285,0.007132007922268535,0.019142778476753275,-0.027083906503341915,-0.0008608943343313413,0.006967932609184935,-0.041306716632621754,0.05661248676981012,-0.015977469698981395,-0.017066702816617374,-0.0015169924651308175,0.022240581494600953,-0.01989642193281549,0.017142292814531945,0.019482088116061558,-0.034510318800534456,-0.01053694606678679,-0.016502062804184092,-0.014709795962195349,0.02894240352364319,-0.03131285237730275,-0.0009704553074403321,-0.013043686037907065,0.003499556991074071,-0.0013663101442076275,0.030488306669683052,-0.009995688322103735,-0.03362535598298111,0.023319753185548464,-0.02965117587812749,0.007956178521489221,0.0,0.018367083344760005,0.013292947576510894,-0.032496577382055136,0.012613941991005184,-0.004520642020246601,,0.02189878355597319,0.007858161460958524,-0.0019617159308031873,-0.01407572869375251,-0.0070873653473411125,-0.0008687387182761963,0.028153743163708,-0.003792170871192546,0.011939205037705847,-0.03074890984675971
2,2016-10-04,-0.018140091987475238,-0.027046121804058743,,-0.048434015028216315,-0.050052663469887015,-0.045313992009974324,0.019367448866281833,-0.014750810742179432,-0.07735753957823022,0.05487151737628526,0.003217288693956988,-0.007022227621404475,0.04219881007835524,-0.009917641651575382,-0.017621042157503375,0.019470419861742805,-0.0497548141090971,-0.05789198346007396,-0.033675210847460946,-0.021045728420340026,-0.057882958417410535,-0.03907769961098717,0.014542556216801561,-0.03909870529207282,-0.06415022599326647,0.010340156196199324,-0.022204326638296745,-0.028974010362079916,-0.03016578824563121,0.011350950396050496,0.0,0.008008725516337911,-0.027368182187933243,-0.04563972587738441,0.0,0.040055224027073066,-0.018343384717696587,0.014141982348590432,-0.04122823797820008,-0.011391874005249658,,-0.06735038966523543,-0.012103793234864213,-0.035863180229520175,-0.020669724773083153,-0.01963183959665571,-0.0264097544100812,0.006704361548151461,-0.04223580488623302,-0.00038285275702509836,-0.052550423125452106
3,2016-10-13,0.03916203956389008,0.012970298751567633,,0.03864505973467525,0.0051842152915906325,0.04494933754475161,0.046838546157481176,0.0030548371984862044,0.06192195198067285,0.03890390913475672,0.02749973079970669,0.018288137953708095,0.13892999552517016,0.14920057015144605,0.046944844498170823,0.11566192357596972,0.05008159807110113,-0.012978920444864706,-0.0026607548231121214,0.027309779416345048,0.03499398865299819,0.03907769961098717,0.04240139995794401,-0.06263728260455892,-0.012500130662961517,0.0027035298417077414,0.050416887144777656,0.02942974339947879,0.03391228956171899,0.07854845763465512,0.11073455964002685,0.01399344199490038,-0.008220960874339767,0.021878687153926712,0.0,0.030213815290471402,0.026389254232370707,0.06000909247614761,0.055059737657881413,0.04224938020501279,,0.030425447020211216,0.015143007243016093,0.035372020882214805,0.037441893324810405,0.0342238728870754,0.05044542747732139,0.0216529241031993,0.03195357653407971,0.03462879650063222,0.03605108171810878
4,2016-10-24,-0.03743921732420752,-0.05734777024318749,,-0.026992681772940674,-0.014430975798187973,-0.0417115282184759,-0.032555193326859744,-0.10560271283490508,-0.028079028770920722,-0.051962982353859655,-0.02403661201578311,-0.02142503901502657,-0.02980531308473311,-0.04136024141335204,-0.05408099299300684,-0.037317090323096824,-0.06183015805429859,-0.013311125140954783,0.0011835532069142118,-0.0023220318339229884,-0.01336788605394501,-0.017526321702602043,-0.06935690943728057,-0.019976246076765847,-0.001783674658883072,-0.009357928306352292,-0.0135147204162116,-0.04674648476530052,-0.029409226139086808,-0.035255461606154004,-0.06912522720532449,0.035543287380759736,-0.06366779419780766,-0.028969859162574885,0.0,-0.03174872120568217,-0.03848753307602548,-0.03289288201858831,-0.025505511077035692,-0.0171702682353283,,-0.049430239445256596,0.03757968278873225,-0.04946591269435796,-0.049019818265925164,-0.055236102757482364,0.04883060184597121,-0.044964369851167696,-0.043915079548511926,-0.04502355441604955,-0.03874461897176973
5,2016-11-02,0.016588906950360638,-0.09363991723108178,,-0.0037041877539660817,0.037117039131277174,0.04043395934607519,0.09233065320519085,-0.04183132499333553,-0.02779309321671075,0.1131663639202225,0.034976388476133824,0.05224643246980509,-0.04449576364400731,-0.01401879906479242,0.06059330231108273,0.07566887012013757,0.10530845642142062,-0.05287496763508104,0.07131609924458537,0.024902003267825545,-0.008316076816040852,-0.05504984421158343,-0.02050546368739692,-0.010885803766909063,0.06474858521597682,-0.001773122291360174,-0.06519455916749362,-0.025899823755803908,-0.015198362417958133,0.10536062490630549,0.10287232547708175,-0.010172923252047106,0.011661887798145365,-0.027923361670479707,0.0,-0.004618904192067674,0.036636393973821235,0.03654418649442448,-0.05801546286517656,-0.0029838835102564687,,0.03004584392216092,0.05707347220615233,-0.013641055683874193,0.045846671270888706,0.06592646697814875,0.14207722244036902,0.0011788324351988955,-0.05572790631663338,-0.0038775407746829416,-0.029626931881060248
6,2016-11-11,0.00471164316734729,0.041106749978163215,,-0.03755935789576004,-0.005809014198789875,0.06435590606463659,0.010554104367308526,-0.009179261864232124,0.08197255305757256,0.021438723627279277,-0.003095708013841403,-0.04676326892921523,-0.006278151307872015,0.018648543560988884,0.039047842162434065,0.018458727635318972,-0.011484522873103753,0.002380183409490755,0.010135695317668336,0.024637263036243695,0.01929777310932268,0.03296714531682943,0.011881134951043038,-0.049671193638644695,-0.008897712736475327,0.03513859395526886,-0.014984852588793007,0.02924993236424589,0.06679653458134283,0.008524058628992748,-0.07832521252151084,0.02971754719202302,-0.0004829542110669216,0.017347807502723356,0.0,0.03696282288218988,0.011512932277035759,-0.016678914107592036,0.008919627552801401,0.01978796371000824,,0.022345495684158223,-0.014299146440128752,0.04363819745767028,-0.013599021556690793,-0.004633978350590873,-0.006326931271484648,0.039492371304154616,-0.03180186968977283,0.011587599981194963,0.0006534528443769005
7,2016-11-22,-0.00439487664514715,-0.010119467350611089,,-0.07242988864076327,0.01638864656145511,0.027861649052197457,-0.02390551870244284,-0.02880477863909814,-0.038832880309917606,-0.009768953249963186,0.00531883754483875,-0.032090757314040985,-0.0008513699597094693,0.0027675052416729073,-0.039547271137411855,0.002328236570146025,-0.015949286411018893,-0.0066446647582818485,-0.024835524942332654,-0.011812142162118455,-0.00034131084184618743,0.0063592710826294585,0.06920278270916169,0.03443118265709533,-0.01450389984784195,0.023315880858457483,-0.00552135003702614,0.012660412861956516,-0.06030092421781719,0.0,0.037129472659279156,0.0029734237701717348,0.0062633989956299985,-0.008163307150156562,0.0,0.0228626067821196,-0.0489504006877266,-0.03244774587045285,-0.03845469713723304,-0.007351722368871716,,0.01452214277803332,0.0022644027389580046,-0.029610180130426045,0.010894071860378052,-0.011679600222555209,0.03397195556756283,0.020175531168404426,0.02965788337543085,-0.016260360054864975,-0.0393057793385605
8,2016-12-01,0.053986686572748965,0.047180409875307916,,0.04877723415212376,0.07794867036894093,0.00663901575152126,0.041144515835349615,0.03808793082842499,0.0206857553600015,0.06812967615335808,0.0577613465775082,0.09050071514448899,0.0815876689622228,0.11926623476696463,0.0954577466364821,0.05752599663596669,0.030089259446630212,0.04217514727942451,0.04827106999579023,0.04396488721971181,0.06605237496951766,0.057979888650528055,0.08247007974769804,0.041266506525655444,0.004523831197027484,0.0032136485010791915,0.05117698113847213,0.013743794437815371,0.03499085871091534,0.05150521317256551,0.0893450276704747,0.04758756685696053,-0.012080377168740775,0.04710738995338826,0.009922698010851327,0.03230739637232016,0.08874631212108763,0.02414670617635828,0.05038674961354506,0.03587346431837757,,0.02857535252176291,0.0163633631718767,0.025846593337141677,0.03183332095133862,0.0837949952671444,0.0923934326166358,0.041940055116502784,0.03869986426272032,0.04949627031432513,0.005252096878995083
9,2016-12-12,0.022146636708423983,0.0031136554015835927,,0.035145513273350026,0.014354390506508885,0.041318129978551,0.01694677899163377,0.018714904061113202,0.08383411687875864,0.0002084744886894363,0.019944270090499927,0.03820801685714237,0.013412597768349244,0.016421934188742382,0.022228184904597548,0.03322018651622827,0.004669355410527487,-0.03366437367909603,0.018465277364847488,0.02763067730330926,0.02649159390405842,0.01876576706979627,0.026045076000432932,0.021103893596380097,0.013944356793101242,-0.009283197798088061,0.033047303268347594,-0.006692086189544089,0.03953334309968293,-0.0010998100220365181,0.04593720557133796,-0.0002357790672640192,0.032993838945694964,0.025535848712491926,0.0,0.019396399112755702,0.04404356552394617,0.026100789431514393,0.008823488331605844,0.024262781949099477,,0.024462520389722187,-0.0158314455370423,0.03640809043571647,0.010288008320554098,-0.009989188780098246,0.08056835747719404,0.02551063587788205,0.01981497422978462,0.06889364409284315,0.024206155099223636
