,year,revenue
70,2015-05-10,64933.57
71,2015-05-17,102018.48000000001
72,2015-05-24,83264.52
73,2015-05-31,42762.61
74,2015-06-07,73276.11
75,2015-06-14,75368.97
76,2015-06-21,99875.12
77,2015-06-28,99298.20999999999
78,2015-07-05,90793.28
79,2015-07-12,138062.29
80,2015-07-19,80391.72
81,2015-07-26,74145.84
82,2015-08-02,64358.29
83,2015-08-09,85684.87
84,2015-08-16,87222.39
85,2015-08-23,74086.89
86,2015-08-30,97932.89000000001
87,2015-09-06,103780.04000000001
88,2015-09-13,86657.22
89,2015-09-20,96559.66
90,2015-09-27,73548.73999999999
91,2015-10-04,108183.81999999999
92,2015-10-11,60202.56
93,2015-10-18,73727.76000000001
94,2015-10-25,88276.6
95,2015-11-01,104254.63
96,2015-11-08,131961.07
97,2015-11-15,91913.54
98,2015-11-22,94875.05
99,2015-11-29,70481.89
100,2015-12-06,97642.26
101,2015-12-13,98204.44
102,2015-12-20,141068.83
103,2015-12-27,132166.57
104,2016-01-03,112024.63
105,2016-01-10,110021.82
106,2016-01-17,169384.93
107,2016-01-24,114864.95999999999
108,2016-01-31,92412.4
109,2016-02-07,121137.67
110,2016-02-14,138590.89
111,2016-02-21,127407.18
112,2016-02-28,131625.14
113,2016-03-06,126169.87
114,2016-03-13,207707.49
115,2016-03-20,103783.32
116,2016-03-27,125001.57
117,2016-04-03,124136.21
118,2016-04-10,232147.3
119,2016-04-17,138920.84
120,2016-04-24,148597.6
121,2016-05-01,154430.82
122,2016-05-08,134931.58
123,2016-05-15,158924.4
124,2016-05-22,128838.81999999999
125,2016-05-29,131409.27
126,2016-06-05,122132.29999999999
127,2016-06-12,159889.09999999998
128,2016-06-19,147996.4
129,2016-06-26,144352.09
130,2016-07-03,104912.03
131,2016-07-10,156735.75
132,2016-07-17,183027.21
133,2016-07-24,171680.58000000002
134,2016-07-31,172873.41999999998
135,2016-08-07,141860.77
136,2016-08-14,108527.15
137,2016-08-21,175958.0
138,2016-08-28,112674.67
139,2016-09-04,129389.81
140,2016-09-11,121426.31
141,2016-09-18,149854.29
142,2016-09-25,125503.43
143,2016-10-02,114539.4
144,2016-10-09,150751.59
145,2016-10-16,94672.81999999999
146,2016-10-23,110390.23999999999
147,2016-10-30,126189.5
148,2016-11-06,85023.37
149,2016-11-13,128131.74
150,2016-11-20,129927.69
151,2016-11-27,242997.26
152,2016-12-04,149911.06
153,2016-12-11,142203.27
154,2016-12-18,157870.75
155,2016-12-25,143924.18
156,2017-01-01,155327.04
157,2017-01-08,173850.95
158,2017-01-15,189893.38
159,2017-01-22,149286.12
160,2017-01-29,161153.46
161,2017-02-05,206870.47999999998
162,2017-02-12,145893.15
163,2017-02-19,152903.41999999998
164,2017-02-26,149872.59
165,2017-03-05,171344.9
166,2017-03-12,183935.16
167,2017-03-19,150519.91
168,2017-03-26,152273.57
169,2017-04-02,170319.35
170,2017-04-09,164864.9
171,2017-04-16,141444.34
172,2017-04-23,177708.13
173,2017-04-30,235692.0
174,2017-05-07,209670.16999999998
175,2017-05-14,160741.1
176,2017-05-21,106894.66
177,2017-05-28,152209.15
178,2017-06-04,177978.83000000002
179,2017-06-11,166367.21
180,2017-06-18,122176.23
181,2017-06-25,198248.76
182,2017-07-02,216308.99
183,2017-07-09,231744.22999999998
184,2017-07-16,185986.26
185,2017-07-23,261067.61000000002
186,2017-07-30,138287.71
187,2017-08-06,123524.91
188,2017-08-13,125128.74
189,2017-08-20,185972.9
190,2017-08-27,188572.28
191,2017-09-03,191579.35
192,2017-09-10,194156.62
193,2017-09-17,186569.72
194,2017-09-24,173628.8
195,2017-10-01,196518.84
196,2017-10-08,185548.81
197,2017-10-15,185134.27000000002
198,2017-10-22,233492.16
199,2017-10-29,202775.07
200,2017-11-05,184772.4
201,2017-11-12,185349.85
202,2017-11-19,180451.85
203,2017-11-26,181105.72
204,2017-12-03,214445.08000000002
205,2017-12-10,170561.69
206,2017-12-17,244963.5
207,2017-12-24,160601.38
208,2017-12-31,111617.73
209,2018-01-07,193404.49
210,2018-01-14,214325.00999999998
211,2018-01-21,153015.03
212,2018-01-28,187381.87
213,2018-02-04,166091.59
214,2018-02-11,111508.57
215,2018-02-18,85108.77
216,2018-02-25,156917.51
217,2018-03-04,177483.8
218,2018-03-11,199796.91999999998
219,2018-03-18,174161.5
220,2018-03-25,149475.52000000002
221,2018-04-01,156196.77
222,2018-04-08,147114.93
223,2018-04-15,182844.37
224,2018-04-22,120560.12
225,2018-04-29,140544.87
226,2018-05-06,91199.64
227,2018-05-13,179667.8
228,2018-05-20,207829.74
229,2018-05-27,153323.13
230,2018-06-03,115507.93
231,2018-06-10,206799.53000000003
232,2018-06-17,195470.36
233,2018-06-24,206639.08
234,2018-07-01,179287.38999999998
235,2018-07-08,192166.36
236,2018-07-15,225244.02
237,2018-07-22,149210.25
238,2018-07-29,172513.18
239,2018-08-05,187405.34
240,2018-08-12,147038.52
241,2018-08-19,140526.59
242,2018-08-26,135139.53
243,2018-09-02,116904.91
244,2018-09-09,153083.25
245,2018-09-16,184022.2
246,2018-09-23,159944.77000000002
247,2018-09-30,110542.52
248,2018-10-07,159929.23
249,2018-10-14,175657.26
250,2018-10-21,168097.12
251,2018-10-28,156328.31
252,2018-11-04,135063.67
253,2018-11-11,115290.69
254,2018-11-18,110802.03
255,2018-11-25,212086.15
256,2018-12-02,127438.3
257,2018-12-09,169541.31
258,2018-12-16,141364.12
259,2018-12-23,153369.79
260,2018-12-30,106192.76
261,2019-01-06,191316.53
262,2019-01-13,189806.31
263,2019-01-20,168764.36
264,2019-01-27,125311.6
265,2019-02-03,127599.04000000001
266,2019-02-10,168924.29
267,2019-02-17,113559.15
268,2019-02-24,145164.8
269,2019-03-03,190856.16
270,2019-03-10,162570.9
271,2019-03-17,170453.07
272,2019-03-24,159208.22
273,2019-03-31,158500.6
274,2019-04-07,189138.53
275,2019-04-14,180107.46
276,2019-04-21,148941.16999999998
277,2019-04-28,139782.38
278,2019-05-05,183801.15
279,2019-05-12,142501.83
280,2019-05-19,166821.03
281,2019-05-26,120329.25
282,2019-06-02,147319.61
283,2019-06-09,115293.42
284,2019-06-16,130257.9
285,2019-06-23,87375.19
286,2019-06-30,71533.1
287,2019-07-07,162867.81
288,2019-07-14,145115.39
289,2019-07-21,142115.95
290,2019-07-28,104587.56
291,2019-08-04,136657.13
292,2019-08-11,112305.17
293,2019-08-18,75004.1
294,2019-08-25,85771.36
295,2019-09-01,127480.59
296,2019-09-08,137066.19
297,2019-09-15,85557.15000000001
298,2019-09-22,93325.26
299,2019-09-29,66581.87
300,2019-10-06,111386.32
301,2019-10-13,129781.42
302,2019-10-20,125249.63
303,2019-10-27,137418.8
304,2019-11-03,96581.77
305,2019-11-10,99509.98
306,2019-11-17,71172.87
307,2019-11-24,134138.82
308,2019-12-01,153454.12
309,2019-12-08,122028.33
310,2019-12-15,148066.54
311,2019-12-22,86996.43000000001
312,2019-12-29,48383.79
313,2020-01-05,67324.7
314,2020-01-12,97222.0
315,2020-01-19,104190.22
316,2020-01-26,138254.42
317,2020-02-02,107578.55
318,2020-02-09,89515.56
319,2020-02-16,119269.29999999999
320,2020-02-23,129782.77
321,2020-03-01,134177.84
322,2020-03-08,184932.32
323,2020-03-15,126555.73000000001
324,2020-03-22,133130.71
325,2020-03-29,119851.13
326,2020-04-05,171867.52000000002
327,2020-04-12,195566.41999999998
328,2020-04-19,251576.13
329,2020-04-26,216022.18
330,2020-05-03,301970.68
331,2020-05-10,277837.31
332,2020-05-17,311729.58
333,2020-05-24,221261.05
334,2020-05-31,193686.95
335,2020-06-07,188135.9
336,2020-06-14,277074.27999999997
337,2020-06-21,235418.0
338,2020-06-28,149833.56
339,2020-07-05,137009.72
340,2020-07-12,158455.84
341,2020-07-19,168868.34
342,2020-07-26,182899.48
343,2020-08-02,128483.5
344,2020-08-09,120619.08
345,2020-08-16,99375.17000000001
346,2020-08-23,91093.2
347,2020-08-30,121504.08
348,2020-09-06,140749.52
349,2020-09-13,139274.26
350,2020-09-20,139936.02000000002
351,2020-09-27,104694.81
352,2020-10-04,96025.33
353,2020-10-11,121181.25
354,2020-10-18,133176.84
355,2020-10-25,154232.97
356,2020-11-01,79975.53
357,2020-11-08,116273.67
358,2020-11-15,169649.91999999998
359,2020-11-22,121244.01000000001
360,2020-11-29,155370.98
361,2020-12-06,179601.77
362,2020-12-13,215057.47
363,2020-12-20,185277.26
364,2020-12-27,125033.5
365,2021-01-03,190609.19
366,2021-01-10,136178.46000000002
367,2021-01-17,188230.04
368,2021-01-24,192312.35
369,2021-01-31,175949.54
370,2021-02-07,166425.61000000002
371,2021-02-14,164544.5
372,2021-02-21,117546.20999999999
373,2021-02-28,154676.73
374,2021-03-07,196122.04
375,2021-03-14,167927.93
376,2021-03-21,206575.76
377,2021-03-28,182268.82
378,2021-04-04,189201.58000000002
379,2021-04-11,189956.13
380,2021-04-18,168684.41
381,2021-04-25,153478.68
382,2021-05-02,128241.44
383,2021-05-09,246096.05
384,2021-05-16,153805.63
385,2021-05-23,141690.23
386,2021-05-30,118935.81999999999
387,2021-06-06,110660.14
388,2021-06-13,142692.85
389,2021-06-20,108586.91
390,2021-06-27,122026.96
391,2021-07-04,77467.56999999999
392,2021-07-11,94215.18
393,2021-07-18,134064.04
394,2021-07-25,117475.8
395,2021-08-01,163076.02000000002
396,2021-08-08,105241.43
397,2021-08-15,113183.91
398,2021-08-22,120539.93
399,2021-08-29,147959.56
400,2021-09-05,121817.37
401,2021-09-12,135638.66
402,2021-09-19,138470.02
403,2021-09-26,122335.89
404,2021-10-03,119245.83
405,2021-10-10,126681.27
406,2021-10-17,105829.25
407,2021-10-24,168985.42
408,2021-10-31,121713.12
409,2021-11-07,146842.57
410,2021-11-14,122300.4
411,2021-11-21,139230.84
412,2021-11-28,237888.83000000002
413,2021-12-05,173790.36
414,2021-12-12,98639.43
415,2021-12-19,98343.61
416,2021-12-26,70574.12
417,2022-01-02,67667.19
418,2022-01-09,108235.42
419,2022-01-16,103894.67
420,2022-01-23,97813.36
421,2022-01-30,106648.77
422,2022-02-06,96204.89
423,2022-02-13,179185.6
424,2022-02-20,109618.73999999999
425,2022-02-27,126652.90000000001
426,2022-03-06,90853.05
427,2022-03-13,111530.41
428,2022-03-20,104008.45999999999
429,2022-03-27,116258.41
430,2022-04-03,102362.06
431,2022-04-10,45696.29
432,2022-04-17,0.0
