,year,revenue
73,2015-05-31,55421.62
74,2015-06-07,51628.32
75,2015-06-14,92490.17
76,2015-06-21,104101.79
77,2015-06-28,144788.72
78,2015-07-05,131140.72
79,2015-07-12,148725.6
80,2015-07-19,144646.54
81,2015-07-26,95393.01999999999
82,2015-08-02,97465.15
83,2015-08-09,96806.64
84,2015-08-16,78542.79
85,2015-08-23,112151.54
86,2015-08-30,117232.65000000001
87,2015-09-06,95975.39
88,2015-09-13,113240.68
89,2015-09-20,79119.98
90,2015-09-27,73386.64
91,2015-10-04,112424.97
92,2015-10-11,104397.89
93,2015-10-18,130985.45
94,2015-10-25,69438.31999999999
95,2015-11-01,39229.65
96,2015-11-08,39706.68
97,2015-11-15,73685.19
98,2015-11-22,36454.25
99,2015-11-29,135572.62
100,2015-12-06,89447.05
101,2015-12-13,122311.32
102,2015-12-20,152467.06
103,2015-12-27,98196.51
104,2016-01-03,229379.28
105,2016-01-10,259154.03
106,2016-01-17,157556.36
107,2016-01-24,105425.09
108,2016-01-31,108502.32
109,2016-02-07,86080.02
110,2016-02-14,91460.79999999999
111,2016-02-21,33012.17
112,2016-02-28,38418.05
113,2016-03-06,52827.71
114,2016-03-13,88034.55
115,2016-03-20,82306.1
116,2016-03-27,66544.76000000001
117,2016-04-03,109822.88
118,2016-04-10,122076.36
119,2016-04-17,98279.49
120,2016-04-24,82156.26999999999
121,2016-05-01,108757.73000000001
122,2016-05-08,171412.04
123,2016-05-15,90831.77
124,2016-05-22,89759.54
125,2016-05-29,63534.95
126,2016-06-05,91626.17
127,2016-06-12,81437.45
128,2016-06-19,110772.57
129,2016-06-26,69871.68
130,2016-07-03,157303.93
131,2016-07-10,167588.16
132,2016-07-17,122040.07
133,2016-07-24,110392.95999999999
134,2016-07-31,71297.03
135,2016-08-07,104084.32
136,2016-08-14,95347.43
137,2016-08-21,64171.34
138,2016-08-28,44118.65
139,2016-09-04,74999.75
140,2016-09-11,118436.7
141,2016-09-18,153865.93
142,2016-09-25,126276.29
143,2016-10-02,133182.29
144,2016-10-09,111275.8
145,2016-10-16,99540.28
146,2016-10-23,109500.05
147,2016-10-30,60952.51
148,2016-11-06,59749.81
149,2016-11-13,60197.090000000004
150,2016-11-20,81107.79
151,2016-11-27,135350.21
152,2016-12-04,65300.6
153,2016-12-11,102440.12
154,2016-12-18,250801.65
155,2016-12-25,69081.37
156,2017-01-01,56530.96
157,2017-01-08,208928.69
158,2017-01-15,226765.16999999998
159,2017-01-22,133535.15
160,2017-01-29,98512.79999999999
161,2017-02-05,60678.770000000004
162,2017-02-12,118147.42
163,2017-02-19,57565.25
164,2017-02-26,82691.42
165,2017-03-05,104622.76999999999
166,2017-03-12,106959.34
167,2017-03-19,115553.51000000001
168,2017-03-26,83637.58
169,2017-04-02,59275.51
170,2017-04-09,112563.08
171,2017-04-16,90129.32
172,2017-04-23,106774.85999999999
173,2017-04-30,79657.6
174,2017-05-07,95851.23
175,2017-05-14,69737.41
176,2017-05-21,63780.0
177,2017-05-28,97794.8
178,2017-06-04,105629.49
179,2017-06-11,79581.73
180,2017-06-18,69436.4
181,2017-06-25,56288.36
182,2017-07-02,125132.03
183,2017-07-09,186506.14
184,2017-07-16,162540.59
185,2017-07-23,127900.04000000001
186,2017-07-30,85208.93
187,2017-08-06,106305.18000000001
188,2017-08-13,85905.37
189,2017-08-20,87860.69
190,2017-08-27,106372.87
191,2017-09-03,93345.17
192,2017-09-10,104329.94
193,2017-09-17,114099.22
194,2017-09-24,147440.78
195,2017-10-01,60790.93
196,2017-10-08,96219.36
197,2017-10-15,106907.77
198,2017-10-22,76513.23999999999
199,2017-10-29,72441.56999999999
200,2017-11-05,88829.5
201,2017-11-12,104329.95
202,2017-11-19,68581.40000000001
203,2017-11-26,127000.29
204,2017-12-03,82330.39
205,2017-12-10,179043.39
206,2017-12-17,219825.32
207,2017-12-24,91064.0
208,2017-12-31,139998.79
209,2018-01-07,281595.97
210,2018-01-14,237901.41
211,2018-01-21,183477.76
212,2018-01-28,104923.51
213,2018-02-04,81222.67
214,2018-02-11,43334.07
215,2018-02-18,12904.08
216,2018-02-25,49017.21
217,2018-03-04,91524.92
218,2018-03-11,96909.53
219,2018-03-18,79088.07
220,2018-03-25,61101.22
221,2018-04-01,64604.16
222,2018-04-08,85749.82
223,2018-04-15,56797.59
224,2018-04-22,89762.54
225,2018-04-29,71268.65
226,2018-05-06,50377.33
227,2018-05-13,103888.68
228,2018-05-20,104247.25
229,2018-05-27,83003.62
230,2018-06-03,104029.47
231,2018-06-10,97621.78
232,2018-06-17,93828.21
233,2018-06-24,80016.19
234,2018-07-01,74468.95
235,2018-07-08,145939.0
236,2018-07-15,122537.29
237,2018-07-22,121392.76
238,2018-07-29,88882.71
239,2018-08-05,60547.78
240,2018-08-12,59871.8
241,2018-08-19,54713.18
242,2018-08-26,86067.19
243,2018-09-02,195072.46
244,2018-09-09,131619.96
245,2018-09-16,100888.12
246,2018-09-23,57337.119999999995
247,2018-09-30,60394.41
248,2018-10-07,91111.21
249,2018-10-14,62694.42
250,2018-10-21,69615.43
251,2018-10-28,71443.31
252,2018-11-04,45647.99
253,2018-11-11,33901.28
254,2018-11-18,44341.880000000005
255,2018-11-25,191102.32
256,2018-12-02,52220.520000000004
257,2018-12-09,48694.1
258,2018-12-16,81914.21
259,2018-12-23,44047.979999999996
260,2018-12-30,122449.15
261,2019-01-06,271372.58
262,2019-01-13,253456.7
263,2019-01-20,205496.97999999998
264,2019-01-27,96785.63
265,2019-02-03,38598.71
266,2019-02-10,50041.399999999994
267,2019-02-17,90476.17
268,2019-02-24,49483.869999999995
269,2019-03-03,80048.95
270,2019-03-10,84820.05
271,2019-03-17,60602.08
272,2019-03-24,34795.85
273,2019-03-31,47510.53
274,2019-04-07,35885.26
275,2019-04-14,32170.0
276,2019-04-21,33298.45
277,2019-04-28,25767.760000000002
278,2019-05-05,27463.29
279,2019-05-12,27997.64
280,2019-05-19,32305.64
281,2019-05-26,26714.19
282,2019-06-02,34772.9
283,2019-06-09,31522.69
284,2019-06-16,32653.57
285,2019-06-23,15983.480000000001
286,2019-06-30,9102.310000000001
287,2019-07-07,127594.39
288,2019-07-14,177616.41
289,2019-07-21,136344.94999999998
290,2019-07-28,104749.39
291,2019-08-04,72001.66
292,2019-08-11,109165.72
293,2019-08-18,61843.51
294,2019-08-25,27988.35
295,2019-09-01,15665.830000000002
296,2019-09-08,74081.44
297,2019-09-15,53645.04
298,2019-09-22,20726.2
299,2019-09-29,34038.54
300,2019-10-06,37432.32
301,2019-10-13,32162.079999999998
302,2019-10-20,20550.19
303,2019-10-27,22697.91
304,2019-11-03,50920.149999999994
305,2019-11-10,13125.95
306,2019-11-17,18750.96
307,2019-11-24,17820.38
308,2019-12-01,46858.57
309,2019-12-08,47884.68
310,2019-12-15,103959.63
311,2019-12-22,52072.87
312,2019-12-29,5256.05
313,2020-01-05,96283.48000000001
314,2020-01-12,119982.14
315,2020-01-19,78321.48
316,2020-01-26,44335.33
317,2020-02-02,47636.34
318,2020-02-09,63440.24
319,2020-02-16,33526.86
320,2020-02-23,16168.5
321,2020-03-01,30407.07
322,2020-03-08,31580.54
323,2020-03-15,32184.46
324,2020-03-22,15848.119999999999
325,2020-03-29,16190.61
326,2020-04-05,57386.23
327,2020-04-12,69296.68
328,2020-04-19,126580.58
329,2020-04-26,181921.69
330,2020-05-03,163155.46
331,2020-05-10,230307.15
332,2020-05-17,174063.54
333,2020-05-24,106232.06
334,2020-05-31,116597.62
335,2020-06-07,126904.24
336,2020-06-14,175230.72
337,2020-06-21,129054.13
338,2020-06-28,70592.41
339,2020-07-05,49975.91
340,2020-07-12,48652.62
341,2020-07-19,35553.14
342,2020-07-26,34454.43
343,2020-08-02,50887.12
344,2020-08-09,71317.23
345,2020-08-16,58735.72
346,2020-08-23,61812.67
347,2020-08-30,37892.71
348,2020-09-06,58239.32
349,2020-09-13,68320.25
350,2020-09-20,52889.65
351,2020-09-27,30959.98
352,2020-10-04,63983.600000000006
353,2020-10-11,87166.44
354,2020-10-18,41951.01
355,2020-10-25,37978.95
356,2020-11-01,40983.86
357,2020-11-08,35568.979999999996
358,2020-11-15,29213.14
359,2020-11-22,65420.14
360,2020-11-29,93850.29999999999
361,2020-12-06,100175.86
362,2020-12-13,74689.73
363,2020-12-20,66251.38
364,2020-12-27,8151.8
365,2021-01-03,149264.29
366,2021-01-10,165489.83
367,2021-01-17,100184.87
368,2021-01-24,110898.09999999999
369,2021-01-31,67428.68
370,2021-02-07,73654.63
371,2021-02-14,46924.61
372,2021-02-21,30401.05
373,2021-02-28,64205.19
374,2021-03-07,57066.66
375,2021-03-14,59111.78
376,2021-03-21,69056.26
377,2021-03-28,39354.079999999994
378,2021-04-04,33818.32
379,2021-04-11,37512.57
380,2021-04-18,23845.45
381,2021-04-25,31863.8
382,2021-05-02,116068.19
383,2021-05-09,97330.06
384,2021-05-16,92016.97
385,2021-05-23,80631.58
386,2021-05-30,37509.28
387,2021-06-06,22429.120000000003
388,2021-06-13,40669.479999999996
389,2021-06-20,60731.44
390,2021-06-27,40658.55
391,2021-07-04,39473.36
392,2021-07-11,79517.05
393,2021-07-18,63896.270000000004
394,2021-07-25,38091.11
395,2021-08-01,31729.54
396,2021-08-08,42212.72
397,2021-08-15,29177.92
398,2021-08-22,22694.92
399,2021-08-29,31736.38
400,2021-09-05,41748.25
401,2021-09-12,52954.35
402,2021-09-19,43376.09
403,2021-09-26,30493.57
404,2021-10-03,27564.54
405,2021-10-10,58905.19
406,2021-10-17,50252.89
407,2021-10-24,50472.850000000006
408,2021-10-31,21317.59
409,2021-11-07,30973.88
410,2021-11-14,32312.73
411,2021-11-21,38335.35
412,2021-11-28,139666.95
413,2021-12-05,46987.92
414,2021-12-12,77640.87
415,2021-12-19,64517.93
416,2021-12-26,8168.99
417,2022-01-02,63842.770000000004
418,2022-01-09,130723.74
419,2022-01-16,66374.47
420,2022-01-23,27846.98
421,2022-01-30,64362.92
422,2022-02-06,35515.21
423,2022-02-13,26361.870000000003
424,2022-02-20,25659.96
425,2022-02-27,16260.48
426,2022-03-06,22218.7
427,2022-03-13,21673.71
428,2022-03-20,15982.93
429,2022-03-27,22426.12
430,2022-04-03,46134.57
431,2022-04-10,10991.32
432,2022-04-17,0.0
